Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
challenge|0.00590653952184,project|0.00468309954234,scheme|0.00605613543199,encountered|0.00680366894849,dna|0.00138333486922,programming|0.0036258951185,preferred|0.00232156317758,flow|0.00398879067971,risk|0.00419414538168,reduction|0.00211414465033,driven|0.00453073159267,vector|0.00524351949156,style|0.00533031316148,4d|0.00495027925183,orthographic|0.00825429291878,advance|0.00560250688218,projection|0.00496747825976,complete|0.00231773727231,movement|0.00238709117396,scale|0.00438874232222
coding|0.00579060435029,finite|0.00442767334546,artifact|0.00592546793197,rich|0.00658154838475,transfer|0.00135309801104,lattice|0.00338072125229,addressing|0.00225477363707,focu|0.00394498501201,labeling|0.00379667603355,material|0.00209145450009,builder|0.00450890743387,extraction|0.005143789317,review|0.0053179675937,depend|0.00482037388235,anisotropy|0.00710867119653,node-link|0.0054207482281,pattern|0.00489771094608,k|0.0021157249746,anatomy|0.00236544806608,ability|0.00433345200305
anomaly|0.00563131682938,matching|0.0034869486663,transfer|0.00579000263003,segmented|0.00610365010852,explained|0.00130607117951,interest|0.00330116112043,prototyping|0.00215609776833,analyze|0.00389854281744,metaphor|0.00358132284009,theme|0.00206879895502,topologically|0.00444275434766,could|0.00514362037927,readability|0.00531320967351,field|0.00482022969054,reliable|0.00700959479672,implication|0.00390869254274,2|0.00484747231445,server|0.00206967095311,formal|0.00206260669638,community|0.00432617184378
entry|0.0037885387653,layout|0.00332882336837,employing|0.00523077955821,optimal|0.00458569246902,constrain|0.00127981343056,time-varying|0.00321859933405,satisfaction|0.00207542800702,discovered|0.00389051632061,conclusion|0.00330840229684,redundant|0.00204431396947,camera|0.00442968117639,volumetric|0.00507992523404,ad-hoc|0.0051702294899,dense|0.00480702385964,connection|0.00657308892883,population|0.00376557521904,inspection|0.00482746526668,unexpected|0.00204344420174,gp|0.00201100279807,system|0.00430766993096
network|0.00378292468607,financial|0.0032958151417,correctly|0.00513655128169,embedded|0.00446694506845,prerequisite|0.00115773441837,suffer|0.00300911124601,transaction|0.00204781017486,participant|0.00387021277931,prediction|0.0030601118213,intersecting|0.00203816615702,tuning|0.00439363086024,rendering|0.00472776183321,practice|0.005102963431,domain|0.00455308406043,focus-and-context|0.00650919668847,tensor|0.00371009046528,day|0.00482128705422,linkage|0.00204010787746,convection|0.0020040986019,3d|0.00430460105663
machine|0.00361865697674,clustering|0.00299318156471,rate|0.00489530968886,style|0.00371132912207,deforming|0.00114806626764,individual|0.00290915570021,cartography|0.00197084497036,discipline|0.00377079597835,outline|0.0028102640615,layered|0.00188306776795,discretization|0.00419144182835,mapping|0.00444481788529,user|0.00496165452405,parallel|0.00450193811186,clinical|0.00629936629328,captured|0.00341781312035,1|0.00472321248753,decrease|0.00186651641131,wall|0.00174823947107,interaction|0.00412807341591
mini|0.00360733122292,surrounding|0.00260757131238,climate|0.00482252441481,gaussian|0.0030511786727,sr|0.0010922955237,picture|0.00272418950959,characterizing|0.00190093831024,reading|0.00373661528586,sense|0.00264802045003,metal|0.00182811318404,nontrivial|0.00417806976502,region|0.00431471603779,feedback|0.00487163096756,history|0.00416678651946,delivering|0.00625147888605,shader|0.00292436993415,document|0.00466486780401,adjust|0.00180205163417,positioning|0.00174063142065,space|0.00404867594714
modern|0.00318448341622,focus+context|0.00251541722709,preserved|0.00464140921997,facet|0.00291543345827,deeper|0.00107024518255,dependency|0.00238842707241,exponent|0.00170144030674,optimally|0.00372492641184,coherent|0.00262649791274,variability|0.00181094565264,application|0.00416457799606,reconstruction|0.00416436368599,topic|0.00483236494487,real-time|0.00412104157665,skeleton|0.00585802565086,motif|0.00276217852427,context|0.00461970334385,last|0.00177177764018,animal|0.00173438612885,interactive|0.00403061891823
either|0.00314704328318,graph|0.00248831274925,specifically|0.00447954884499,coherent|0.00278881977815,locally|0.00101322065617,economic|0.00224388903192,interview|0.00161541426853,literature|0.00369114095344,adjacency|0.00260002583995,boundary|0.00180890916306,effect|0.00415266649282,reasoning|0.00410706422315,specific|0.00468805829272,mature|0.00411377243785,biopsy|0.0055320663505,artificial|0.00269250194358,integrating|0.00459599927073,tackle|0.00176208878259,ranging|0.00158602155013,enable|0.00403048537783
contest|0.0031168468439,grouping|0.00244421900352,categorical|0.00407246478386,partitioning|0.00259407135285,compromise|0.000983423174441,manually|0.00217259002264,100|0.00161423388603,out-of-core|0.00367469217836,situation|0.00257095703733,mark|0.00177382778537,linked|0.00407021511345,algebra|0.00408604165113,direct|0.00468478469571,variable|0.00408665170654,confirmed|0.00546685210449,biology|0.00244542341363,rich|0.00449674096866,client|0.00169390593803,nebula|0.00153479659348,method|0.00400322261438
tool|0.00303539405321,variation|0.00234625920966,automatic|0.00383305557285,spread|0.00249649829314,flexibly|0.000954818924406,medical|0.00213764480747,et|0.00154011847623,framework|0.0036410985473,recall|0.00251952587702,sufficiently|0.00173356231959,terabyte|0.00406435343237,method|0.00404823410233,knowledge|0.00463285150005,filtered|0.00407608260681,acquisition|0.00545364564357,recommendation|0.00236270528574,back|0.00424025647677,figure|0.00168849373443,impossible|0.00142592558882,analysi|0.00398318998122
linked|0.00284258541416,space-time|0.00214732350251,temporal|0.003439044767,clutter|0.00245648799423,well-suited|0.000939490906944,collaborative|0.00211645809049,photograph|0.00153177515388,imply|0.00361716733727,worked|0.00242041176447,surface|0.00169047280382,insufficient|0.00398394572233,generation|0.00394324146833,discovery|0.00458909788879,simulation|0.00405967404961,stenose|0.00533512181451,command|0.00225749694445,establish|0.00423203100553,formed|0.00168543012662,versatility|0.00141675911009,modeling|0.00394033784367
air|0.00282245751288,projection|0.00210970225117,resolution|0.00308354841802,relate|0.00228213835589,b-spline|0.000912563339821,interaction|0.00211492823896,series|0.00149244074467,complementary|0.00359975778877,concrete|0.00238077282565,indicating|0.00168275751155,analysi|0.00398222414327,robust|0.00393945267758,consuming|0.00456996893646,integration|0.0040513115876,wide-spread|0.00509861877369,validate|0.00208926675843,happened|0.0042183350807,influenced|0.00167602575234,edit|0.00141271969507,em|0.00385948841114
note|0.00264293588369,evolutionary|0.00204243144004,vortex|0.00294265367338,genome|0.00225413069708,metadatum|0.000890064086902,provenance|0.00207898705961,acoustic|0.00148624998616,morphing|0.00356278098031,dimensionality|0.00222729617101,probability|0.00166733406284,initiation|0.00397358205338,tomography|0.00391133999978,mining|0.00454335110475,comparison|0.00402520078273,solver|0.00500444825905,statistical|0.00208067261621,objective|0.00419069704881,encourage|0.0016728138802,thereby|0.00136322246231,virtual|0.00368519898671
web|0.00238669004253,namely|0.00201601093067,leverage|0.00283619136057,fashion|0.00224559212276,customized|0.000879825553438,temporal|0.00198370713607,compositing|0.00145481405372,shaped|0.00344995838775,road|0.00214571136356,separating|0.00159604722366,determination|0.00387721060759,structure|0.00389560246712,4000|0.00451277602385,regularization|0.00401633287664,electron|0.00485259409027,comparative|0.00207753446737,participant's|0.00405288872058,ordering|0.00166505665555,planning|0.00134421070367,heat|0.00360127492441
development|0.00237278785509,medium|0.00199223368734,term|0.00281151245839,attention|0.0021519991751,tracking|0.000827714176776,monitor|0.00198116862342,cellular|0.0014537765897,optimal|0.00344263500423,studying|0.00200370157985,progressive|0.00159073014679,clearly|0.00381535095934,individual|0.00384441845428,familiar|0.00447683265952,span|0.00383565684138,cpr|0.00481002911292,stres|0.00206887583368,3|0.00401792518914,adequately|0.00165017644458,year|0.0013142429095,map|0.00357372464143
highlighting|0.00218208146868,hierarchical|0.00190911854873,apply|0.00276490543667,variation|0.00208897053056,abundance|0.000826826373062,medium|0.00197752553242,fluorescence|0.00144305706424,partition|0.00340009442797,mode|0.00197359648832,subset|0.00157845551789,fluid|0.00377582938114,compared|0.0037447646717,tool|0.00440258979241,multi-variate|0.0038319747771,small-scale|0.00468994265284,bia|0.0020497005066,meteorology|0.0039741467937,attractive|0.00156625028016,massively|0.00127387282098,image|0.00356662257805
student|0.00208851883149,ordering|0.00185052733989,variant|0.00258031247094,team|0.00200488113132,higher-level|0.000801956213096,theory|0.00191270591563,trying|0.00136275580987,surface|0.00337974619653,decade|0.0019659207286,tetrahedral|0.00155405594822,walkthrough|0.00377087535485,pipeline|0.00366781062173,general|0.00439111182491,line|0.00382118389711,questionnaire|0.00468679442648,false|0.0020076225456,priorus|0.00391153296713,rapid|0.00153930272103,role|0.00127075874345,reality|0.00347198322228
planning|0.00193628009992,side|0.00183948702832,impact|0.00251010480149,temporal|0.00182323044742,transmitted|0.000773938995906,competition|0.00190888918997,duplication|0.0013207240238,multivariate|0.00334231710609,linguistic|0.00192815254741,ordering|0.00155143436161,closed|0.00376810784008,automatically|0.00359596511272,collaborator|0.00432730622192,phase|0.00380738383546,feedback|0.00465831925853,question|0.00198473870696,percentage|0.00390962194209,polar|0.00149951586738,jet|0.00123455066945,rendering|0.00347067143446
wa|0.00176659602179,user-defined|0.00182921643194,high|0.00250965178626,delaunay|0.00175524152678,superiority|0.000758688516494,earth|0.00183756123278,impacted|0.00131899879678,impractical|0.00333861787059,frequently|0.00186626360549,distance|0.00151464040244,harmonic|0.0037612374196,reported|0.00358032357795,metum|0.00431215372911,iterative|0.00380362257009,correspond|0.00462364878756,logical|0.0019647138817,tool|0.00385890459559,vorticity|0.00147744076466,orientation|0.00120599911483,parameter|0.00340930135224
2009|0.00172794955052,vium|0.00177053012359,offer|0.00249241354995,field|0.00172338515004,classifier|0.000738389057638,education|0.00181228748514,al|0.00128512841086,lesson|0.0033189686407,path|0.0018127269882,embodied|0.00150299929138,effort|0.00369563601512,source|0.00353645249325,feel|0.00422357662654,dark|0.00373450814421,peripheral|0.00445945742258,menu|0.0019416630284,4|0.00375083799617,data-flow|0.00141384113351,educational|0.00118106743012,approach|0.00337205818164
interface|0.00167894923215,multi-dimensional|0.00176742174644,terrain|0.00229611549586,email|0.00166808846768,function|0.000709504474678,browser|0.001789417222,correction|0.00126753895391,adopted|0.00331773011132,station|0.00180880520457,cut|0.00143331640653,account|0.00364432792182,scientific|0.0034728113197,simply|0.00412674225577,reinforced|0.00373154433347,frequently|0.00416827763899,drawn|0.00191603190199,experience|0.00373290243237,resolving|0.00138787332657,electric|0.00113200778496,exploration|0.00330201036281
infovi|0.00166249979928,topic|0.00173374648802,immersive|0.0022959670687,availability|0.00165161614516,greater|0.000690211406599,octree|0.00176736101693,color|0.00124899631119,learned|0.00329036370388,desktop|0.001807801574,modifying|0.00142119331202,tool|0.00358204280496,increased|0.00340644008316,reporting|0.00401962572417,noise|0.00369563009835,scalable|0.00416382180044,observed|0.00188561277706,visual|0.00355151665892,expert|0.00137035681572,suitability|0.00111283140198,interface|0.00320123286936
course|0.00166055350201,deployment|0.00169019016652,potentially|0.00228344427306,turbulence|0.00163588159439,established|0.000682275315272,side-by-side|0.00176725329066,extracted|0.00118500068648,impact|0.00325371651648,microscope|0.00177037026101,vertex|0.00140188189258,visual|0.0035780252046,year|0.00329012707546,specialist|0.00393314154574,substantially|0.00364997164105,biological|0.00416142043568,moment|0.00180448126078,evaluate|0.00353558209175,cutting|0.00136279666631,valley|0.00110552864905,show|0.0030767996043
provided|0.0016338722324,low-dimensional|0.00166924715399,volume|0.00225612810146,verify|0.0016347090466,segmented|0.000678661828362,synchronization|0.00170287117236,grown|0.00118209787022,volume|0.00324517624061,focusing|0.00172943446388,pore|0.00135650229685,reinforced|0.00350403983983,interpolation|0.00327154511522,knowledge-based|0.0038873547867,illumination|0.00361345834558,finite|0.00410003073845,positive|0.00172315278961,user|0.00342042993221,molecular|0.00135974345411,healthy|0.00107118521097,different|0.00306426837481
clutter|0.00160560742518,aim|0.00165061521295,ray-casting|0.00215794172545,sensitivity|0.00160416279552,stream|0.000672419378825,time-consuming|0.00169936822556,whether|0.00115914661308,cluster|0.00322983444448,contact|0.0017244826075,cell|0.00134735927968,so-called|0.0035007111689,shape|0.0032697212663,encoding|0.00387988624367,direction|0.0035824716164,showed|0.00399839513872,compound|0.00169351501798,relevant|0.00333501003289,setting|0.00134741000558,utility|0.00107016359632,surface|0.00306116774255
va|0.00158396959387,element|0.00163326209202,projector|0.00212226074258,flow|0.0016032458975,position-dependent|0.000650536000508,relevance|0.00165628110698,extreme|0.00101384506202,len|0.00319272569357,close|0.0017221619777,connectivity|0.0013324518562,envelope|0.00350020886512,criterion|0.00326796293333,cvd|0.00386030834942,quantitative|0.00356205919261,brightnes|0.00390776237435,team|0.0016558458752,program|0.00326226662932,channel|0.00131822386598,topographic|0.00104844071986,eg|0.00304024016475
surgical|0.00157865374626,adjusting|0.0016161076339,advance|0.00208622118978,attack|0.00158283580936,topology|0.00058802311685,facilitate|0.00164883838905,reflecting|0.000975309463509,evaluate|0.00318990174091,service|0.00167596103688,polygon|0.00133135089817,built|0.00339467335928,field|0.00323252371095,coordination|0.00385763265587,generalizing|0.00350551543671,smoothing|0.00361133240445,system'|0.00162603651668,retrieval|0.00324851117178,diagram|0.00129166838937,presence|0.00104634898037,present|0.00301428611502
social|0.00155554814841,car|0.00161566448851,employ|0.00205704755867,period|0.0015709426924,1990|0.00058026600679,expressed|0.00164120344991,dealt|0.00096503125034,speed|0.00317553193083,end-user|0.00161928818628,foundation|0.00132108085841,evolution|0.00339449244413,implicit|0.00322928571222,built|0.00383114069588,structural|0.00343362038859,measured|0.00355416349947,specifically|0.00160388485577,equation|0.00315100958608,implication|0.00128704090998,raw|0.00104204275188,global|0.00301297727158
revealing|0.00152449286494,composition|0.00160670029843,parallel|0.00197649975812,texture-based|0.00153601055664,respect|0.000576308883788,importance|0.00163828310374,impulse|0.000887560565488,confirm|0.00313476328733,strip|0.00161742081506,interrelated|0.00129788318598,move|0.00336097162389,high|0.00322088653123,tediou|0.00378530235213,particle|0.00338238412988,diagnosi|0.0034739122129,behavior|0.0015751349014,design|0.00286714364886,rule|0.00127241006086,induced|0.0010277518432,creating|0.00296736182168
offering|0.00151011401012,evolving|0.00160391022698,tile|0.00197349426246,formation|0.00153554759234,referenced|0.000575068154622,manual|0.00163792409762,posses|0.000885626318973,propose|0.00309378189298,player|0.00161113491425,manifold|0.00126231867417,decision|0.00331532956004,focused|0.00320403220234,transport|0.00358937701679,conduction|0.0033691315619,employ|0.00333453862284,diversity|0.00156775731788,focu|0.00285897973213,cartographic|0.00125741725003,astronomical|0.000999447960045,3-d|0.00292918326737
looking|0.00143505137762,region|0.00157090817829,extract|0.0019729859475,optimizing|0.00151063731796,volumetric|0.000563120884853,atom|0.00159557842797,carrying|0.000878703211776,inspired|0.00308982576708,likely|0.00160788286483,endoscopic|0.00125543088037,throughout|0.00324819169466,domain|0.00320303819318,industrial|0.00358286030627,path|0.00335786373735,simulation|0.00311033894282,negative|0.00152848204531,relationship|0.00277335157886,question|0.00117863397691,treatment|0.000982343839694,application|0.00286137281389
creativity|0.00141746544684,bead|0.00157004560562,predicting|0.00192975865803,guarantee|0.00148272795538,trial-and-error|0.000550121157463,systematically|0.00159306990207,decay|0.00087476040335,analysi|0.00305218482521,layer|0.00160649761819,care|0.0012354082455,steady|0.00323973453346,datum|0.00318825240039,arrangement|0.00354523666981,in-between|0.00331665904112,implement|0.00293080221543,law|0.00147187786667,information|0.00272585371613,success|0.00116700037039,f|0.000948622244234,study|0.00285535686011
trace|0.00140748033389,circular|0.00155196466164,display|0.00190454559392,index|0.00147742731965,threshold|0.000540289145787,emphasize|0.00158239222112,hamper|0.000851950077047,novel|0.00301992695889,away|0.00156366518951,substantial|0.00122925398457,statistical|0.00323826874288,indicate|0.00316282245187,predictable|0.00351959021524,gap|0.00324924377011,flow|0.00292844960062,topological|0.00146370508703,contain|0.00269504889423,alpha|0.00113055827131,axial|0.000901527229393,shape|0.00285426538992
net|0.0013921171435,causal|0.00155090526668,graphic|0.0018991631176,carefully|0.00140747015156,oriented|0.000519193675698,dataset|0.00157110234944,situation|0.000827511001119,rate|0.00297401454784,draw|0.00153522852873,polygonal|0.00116672372108,testing|0.00321203366758,manner|0.00308165841386,whether|0.00342659346742,tensor|0.00324477045365,selected|0.00285376395565,20|0.00144210512549,ensemble|0.002527657109,examination|0.0011250058399,interesting|0.000900469668952,large|0.00282995698777
palantir|0.00138961999168,contain|0.00154282048174,algorithm|0.00189233095367,region|0.00139013427086,properly|0.000513285654475,scan|0.00156347833149,post|0.000824392168734,insensitive|0.00296822612402,high-dimensional|0.00153490440619,processed|0.00116153693794,external|0.00315485269829,imaging|0.00307093930747,role|0.00337584943668,resonance|0.00314086728914,approximation|0.00279813842626,created|0.00140039647393,series|0.0024832536355,microsoft|0.00111133436249,illuminate|0.00088903728475,information|0.00282160689632
defect|0.00135629126934,budget|0.00151834558526,demonstrate|0.00182303017696,personnel|0.00136522353221,limit|0.000498272691046,identify|0.00153010766103,hour|0.000819739478369,successive|0.0028796051291,reduction|0.00152173323191,tournament|0.00115603158932,medical|0.00314842503606,dataset|0.00305681153384,split|0.00337056583338,table|0.00311353260913,structure|0.00270349995276,subtree|0.00130998066631,spatial|0.00248285519879,manage|0.00107979067096,experienced|0.000888036337188,view|0.00279243121941
radio|0.00134969408916,real-world|0.00147562946948,hardware|0.00180875064584,corpu|0.00135774531367,datapoint|0.000489721044303,sector|0.00149760764545,verbal|0.000794675123848,treatment|0.00287296611638,force|0.00151805408175,compression|0.00115418246461,security|0.0031141966446,shadow|0.00297161023625,play|0.00330057967007,fly|0.00310532247562,quantitative|0.00261554296442,degenerate|0.00130807207829,view|0.00247823323723,year|0.00107869916715,=|0.00088631362306,object|0.00278843710801
validate|0.00134946150411,cartogram|0.00146804542981,core|0.0017679233571,let|0.00131726436716,incompressible|0.000488535002698,science|0.0014826982312,degrade|0.000789812357713,accurately|0.00284665544949,probabilistic|0.00151457888568,detected|0.00114625091445,goal|0.00307977368036,area|0.00296342043013,unfortunately|0.00327189067009,applicability|0.00308861294913,earlier|0.00255641542157,environmental|0.00129919348518,datum|0.00244450696222,biography|0.00107366227674,reused|0.000856966480995,within|0.00278124285094
year|0.00134664653855,speech|0.00146760446341,scatterplot|0.00176698028974,strategy|0.0013050149466,surface|0.000484707610061,relevant|0.00146205392537,viewed|0.000779987258584,exhibit|0.00276431422588,making|0.00151346316143,concave|0.00111988023688,setting|0.00307537166342,input|0.00296282455382,simulation-based|0.00319686143484,sample|0.00306542687282,tissue|0.00242990676951,graph|0.00128525150644,shared|0.00242590698408,run|0.00106049867552,rely|0.000846518199707,use|0.00273378401939
project|0.00134198529063,continuously|0.001427767647,sequential|0.00175051956163,retaining|0.00130395101318,mining|0.000482281629087,top|0.00145378700768,close|0.000778724991417,oriented|0.00276288164021,removed|0.00138885047916,tetrahedra|0.00109878111044,simulation|0.0030426257797,optimized|0.00295813099557,selected|0.00313807058695,magnetic|0.00300822616231,method|0.00240251956453,concerning|0.00126873957246,visualization|0.00239354108256,happen|0.00104776818003,accounting|0.000844047778474,network|0.00272946606477
cluttered|0.0013253817674,extract|0.00139094125465,consumption|0.00168417696447,reach|0.00128363736734,adjust|0.000473727188016,equation|0.00143428665282,clarity|0.000774311997961,whose|0.0027446881313,general|0.0013727136886,reconstructed|0.00106872590842,mathematical|0.00292540024059,existing|0.00294085004724,experience|0.0031051989859,thu|0.0029591792512,domain|0.00239596706507,c|0.00126288927778,decision|0.00238951648266,vium|0.00104022685248,newly|0.000843176318121,workflow|0.00272735262265
