Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
novice|0.0016676461259,cover|0.00543679322904,semi-transparent|0.00655362630212,rendering|0.00471723440881,simulation|0.00416403173717,capturing|0.00555023091684,showed|0.00505708980793,begin|0.00224086933946,multimedium|0.00218375851254,core|0.00314131074935,time-series|0.00439539753243,square|0.00398112677961,interview|0.00360523710302,characteristic|0.00432894477464,precomputation|0.00559722136877,bead|0.00219933045428,shaped|0.00582237977843,leader|0.00226323715237,versatile|0.00621431299362,acquisition|0.00618488341668
pas|0.00159672648305,therapy|0.00535517050944,maintaining|0.00644861918051,comparative|0.00469571430613,system|0.00410484604196,measurement|0.00550370107997,displayed|0.0047703329458,contribute|0.00218496619406,prototyping|0.00213075709729,unsteady|0.00286749244708,process|0.00389868863743,challenge|0.00393487980344,toolkit|0.0032351414382,manipulation|0.00427247400958,hypothesis|0.00543081062878,theme|0.00219643278275,pathological|0.00577679161088,decade|0.00220831685775,priorus|0.00604166970811,versu|0.00574000235215
treemap|0.0015443203422,stenose|0.00534728480998,mandatory|0.00607107502362,latest|0.00465175149059,(computer|0.00391066329815,clustering|0.00546820688683,challenge|0.00428962181341,advance|0.0021172867143,satisfaction|0.00205103580086,tract|0.00274261655403,expression|0.0036183657261,pc|0.00392902970293,potentially|0.00294124384641,effect|0.00418806354366,clearly|0.00526125270462,targeted|0.00210356905267,prior|0.00551457747272,zoom|0.00210157680013,encountered|0.00598829320131,controlled|0.00536757230955
mostly|0.00153742273948,hard|0.00520301407089,analyst|0.00594119601529,apus|0.00455578285596,graphics)|0.00391066329815,metum|0.00545837471421,molecular|0.00422674859301,intelligence|0.00203656329023,quantitative|0.00202012594794,define|0.00243473010158,variant|0.00351438368223,dependency|0.00288551016761,whether|0.0028870583397,artery|0.00412079566458,usefulnes|0.00524609646989,stres|0.00204055766925,blobby|0.00550747887708,focus+context|0.00193879542691,treemap|0.00581617773705,selected|0.00482832108548
double|0.00152959119848,evolution|0.00520128888438,sometime|0.00590209286648,regularization|0.00454830825791,animation|0.00387728632456,weather|0.00521447393987,scalability|0.00406795565455,simulating|0.00191801927481,deployment|0.00199444311124,flow|0.00233088481998,timeline|0.00340324007671,target|0.0027556117152,already|0.00276610160985,fea|0.0040295578236,smoothing|0.00506683828571,end-user|0.00203018454089,neighborhood|0.00534101544347,unexpected|0.00186438142558,biological|0.00566775622121,quantitative|0.00476189387956
iso-surface|0.00150696789289,closed|0.00500819883098,imaging|0.00582925607205,function|0.00450836669316,application|0.00378278002956,gesture|0.00519803774767,specific|0.00378741494752,month|0.00190473084001,cluttered|0.0019807985392,monitor|0.00212693285395,pipeline|0.0031986666619,message|0.00260019564497,indicate|0.00246098313477,evaluated|0.0040064740489,back|0.0048409437586,looking|0.00199069457015,conduction|0.00532492636773,diverse|0.00171537563539,person|0.00473413639181,already|0.00453594776561
secondary|0.00145645771874,mining|0.00498865752303,assessment|0.00574893899262,optimally|0.00446723646597,task|0.00364223343675,radiological|0.0049906930348,busines|0.00365647148227,debugging|0.00176744446953,slow|0.00173425793308,relate|0.00212469687935,session|0.0030749746215,desirable|0.00239874953282,uncertain|0.00224027039295,evaluating|0.00399859347827,setting|0.00475446155134,utilized|0.00194195091657,in-between|0.00530104076981,joint|0.00169248216805,analyst|0.00389958130335,technology|0.00368066195833
affine|0.00141852934644,refined|0.00494336957837,discussion|0.005745173514,head|0.004365184224,3d|0.00357705930796,ocean|0.00489968655652,protein|0.0035781889228,meaning|0.00170772415878,initially|0.00170523856713,field|0.00207062325548,judgement|0.00281383305586,mixing|0.00238360986611,low-dimensional|0.00223295531266,transfer|0.00399416601855,piecewise|0.00445275954707,score|0.00192509478102,validation|0.00515879614264,collaborating|0.00166222693883,temporal|0.00354043430533,social|0.00357837055922
period|0.00136090646821,routing|0.0048857369335,negligible|0.00566077412056,chose|0.00433690153643,high|0.00356867957458,interpreting|0.00483974801718,city|0.00323078120439,migration|0.00150369337015,whenever|0.00154132502065,competition|0.00204933934651,spread|0.00274906680187,acquisition|0.00235516145037,expressed|0.00213555033744,study|0.00397440364518,taxonomy|0.00425673280809,confidence|0.00191234389759,registration|0.00508890194741,retaining|0.00162714039268,integrate|0.0031145036621,activity|0.00309249132653
projector|0.00135728472121,treatment|0.00485936158267,advance|0.00468906650661,blend|0.00432579451028,approach|0.0035348445944,polyp|0.00478206436348,cell|0.00314031239536,platform|0.00149002757047,normally|0.00147565547727,solved|0.00183943632921,numerou|0.0027154555859,side|0.00219368675427,side-by-side|0.00210251161823,free|0.00395218321143,aggregation|0.00402276650635,differ|0.00181761020631,force-directed|0.00478706243169,keeping|0.00161938267435,provenance|0.00304263297074,multiscale|0.0030436425778
cyclic|0.00129677056563,peripheral|0.00478988958251,usually|0.00435156320988,flame|0.0042861067451,analytic|0.00348389783015,fly|0.00475069631472,text|0.00293948597235,person|0.0014844018621,packing|0.00141509570114,spiral|0.00180424184456,organization|0.00261685260411,studying|0.00213868664689,statistically|0.00201036869852,custom|0.00394198574792,challenge|0.00390217586876,institution|0.00180934769254,correspond|0.00478064675625,feature-based|0.00158019547359,web-based|0.00291271901072,aesthetic|0.00303768123501
jet|0.00127620729764,physician|0.00457780200329,impact|0.00418159124763,morphing|0.00421666485665,domain|0.00345807275773,accurately|0.0046706742245,noise|0.00277767106707,accelerate|0.00144946167363,town|0.00140505319741,candidate|0.00179854316673,want|0.00253802692483,reuse|0.00208793695136,consisting|0.00199021943793,static|0.00379650286333,article|0.00375008515243,node|0.0017605799669,bay|0.00476902870716,multi-dimensional|0.00157455172932,dtus|0.00290925171883,asked|0.00272854829812
assisted|0.00126909229587,extinction|0.00452130438159,tensor|0.00416897490062,temporal|0.00416901505085,scale|0.0034437876072,iteratively|0.00450223427576,market|0.00272481491982,engineer|0.00134095143937,24|0.00140304115107,tube|0.00178426489152,fashion|0.0024465929573,car|0.00192676890266,preferred|0.00187410587952,network|0.00369441016222,plot|0.00315518094085,network|0.00172840625925,familiar|0.00467912228908,influenced|0.00152915843138,brushing|0.00281697842733,making|0.00254603863585
back|0.00126109592527,robust|0.00442258232654,spatiotemporal|0.00399497059886,multidimensional|0.00409763242455,display|0.00341524030078,closer|0.00440995041896,biological|0.00271585644692,posed|0.00132855472983,stacked|0.0013586601853,heterogeneou|0.00175883036612,setting|0.0021753928493,contact|0.00184064335495,tracking|0.00180417487122,task|0.00365150857287,site|0.00306526157583,crossing|0.00171404428955,regarding|0.0046417826814,symposium|0.0015261494278,highlighting|0.00271394833658,piece|0.00251484090433
least|0.00120623185097,temporal|0.00440329683437,geospatial|0.00391369420646,perception|0.00406672895302,interactive|0.00341321809365,tested|0.00440826897689,sequence|0.00260586041942,tag|0.00128005998682,obtain|0.00135691312556,sector|0.00160788379695,successful|0.00213440491389,motion|0.00179475294979,cortical|0.00177783383509,event|0.00365037193201,tree|0.0029366921001,largest|0.00171320597688,directed|0.00460656484325,efficacy|0.00148349843455,index|0.00263205646643,though|0.00244341563147
offset|0.00120617711287,cpr|0.00440252875454,relation|0.00374845079142,transparent|0.00397904997355,set|0.00337933637109,vortice|0.00440811112908,length|0.00251804441315,quantitative|0.00127733385029,isolation|0.00134968734615,ie|0.00160722286949,ever|0.00213335930571,card|0.00178627924408,cannot|0.00176860054701,visualization|0.00362968704536,population|0.00281637615762,palantir|0.00169902905433,purpose|0.00457430698335,deformed|0.00144936164801,&|0.00260167151892,md|0.00229836193206
contemporary|0.00119024627448,planning|0.00436928401335,activity|0.00333781865081,enhance|0.00384170892281,image|0.00335503750118,semi-automatic|0.00439391340496,real-world|0.00242477988838,agent|0.00126080505718,greater|0.00132717715795,fluid|0.00157214631325,predict|0.00202620731353,away|0.00176962631019,crystal|0.00171456058403,tangible|0.00362402845883,derive|0.00272979232431,ieee|0.00166837709126,external|0.00453678011158,summarizing|0.00140115746325,mining|0.00257047106119,turn|0.00226640792403
biologist|0.00117119247166,evolved|0.00433398628851,public|0.00326520002391,concentrate|0.00381441640823,pore|0.00334151149352,trajectory|0.00431343899946,small|0.00240744532194,iv|0.0012507482841,duplication|0.00130520318417,gathered|0.00155444126436,education|0.00188547449621,obviou|0.00174881747097,person|0.0016780761258,year|0.00361522439042,modern|0.00262104918303,applicability|0.00163013284112,scatterplot|0.00446739039662,lake|0.0013498812879,team|0.0024156500023,multi-dimensional|0.00225978660274
barycentric|0.00116913167673,consistently|0.00433372963397,integration|0.0031466300322,comparing|0.00380240922476,structure|0.0031821282748,exhibit|0.00429331868572,internet|0.00239302190839,interference|0.00124721620773,impacted|0.00130348370432,variability|0.00155200844766,subsequently|0.00188079066524,fmy|0.00163452439533,photographic|0.00166933399831,virtual|0.00360186387485,invariant|0.00252883750184,degenerate|0.0016222016987,matrix|0.00444092309495,mode|0.0013111036386,assumption|0.00233778536569,regression|0.00220230639032
favorable|0.0011370607196,1997|0.00404983236784,story|0.00292863963894,dominant|0.00378864581371,present|0.00305542437216,gaining|0.00428394204622,active|0.00222811812417,resemble|0.00120192298099,portal|0.00128192445083,cfd|0.00152737204241,team|0.00185694018882,color|0.00155676461633,deformable|0.00165689968747,multi-touch|0.00359466265995,interpretation|0.00248843942976,articulate|0.00160954562884,euclidean|0.00442388218999,viewer|0.00130021208081,discovery|0.00232083585794,match|0.0021430480861
essence|0.00110527203479,precise|0.00380021478337,statistic|0.00290539334284,shape|0.00373229804314,information|0.0030525517894,force|0.00421797712475,motif|0.00220126678902,relative|0.00119197244842,correction|0.0012088196156,country|0.00148144915954,design|0.00181473404694,characterizing|0.00146044004901,liquid|0.00152095870707,typical|0.00355602951304,guideline|0.00244944188976,statistic|0.00159380747728,followed|0.00411111279456,merging|0.00129579413793,customer|0.00210550270046,camera|0.0021416029721
display|0.00105938086684,et|0.00379254501263,diffusion|0.00274185116548,spline|0.00369495720347,graph|0.00301654895568,involf|0.00417341014047,larger|0.00220035967676,gathering|0.00118744521182,globe|0.00116835615218,storm|0.00143643591743,tightly|0.00177745425401,encourage|0.00145021722128,floating-point|0.00146382712249,interaction|0.00349998591243,topic|0.00240416111719,talk|0.00150956106167,importance|0.00391686589014,approached|0.00129306298127,explanation|0.00204156733206,discourse|0.00206897213616
framing|0.00103663083614,leading|0.00378781243861,health|0.00259689430011,transient|0.00369164523499,volumetric|0.00301435746427,solve|0.00383472326283,tile|0.00216225040346,discovery|0.00117558057975,independently|0.00115861217471,displacement|0.00142416364709,climate|0.00174128949751,relate|0.00143968922734,identifying|0.00145340302666,include|0.00349642666954,professional|0.00233575537248,prioritize|0.00144140541411,automatic|0.00391029103636,great|0.00128884250287,past|0.002040231903,command|0.00204718697331
solf|0.00101522453504,clinical|0.00376319599388,usability|0.00254778264278,functionality|0.00365647977265,exploration|0.00300891700609,curf|0.00382674519271,molecule|0.00215180291602,open|0.00117426414541,critical|0.00113273914298,advection|0.00139330718135,reflect|0.00170620980819,adequately|0.00143207367226,tight|0.00144800708419,sensing|0.00348297674075,guidance|0.00226271038793,department|0.00141801416287,equation|0.00376621871105,interpretation|0.00126901906443,supporting|0.00198384934266,challenge|0.00200856798422
market|0.000997757041878,fit|0.00371869976934,air|0.00250874148099,overview|0.00363669890971,provide|0.00298925656291,petascale|0.00374972254676,compression|0.00207287188603,weight|0.00115462233385,template|0.00112057223715,stability|0.0013751076752,crisi|0.00168108119722,stem|0.00140340796321,conservation|0.0014405643033,integrate|0.003457538987,explicit|0.00223276538318,tunnel|0.0014162186505,selectively|0.00370418639334,calculate|0.00121577604689,hierarchical|0.00197273477703,community|0.00195368728609
cache|0.000977926687738,correct|0.00369883856084,challenging|0.002358984871,unfortunately|0.00363243284164,complex|0.00297389986234,term|0.003739777102,entire|0.00205945919967,informational|0.001103019783,quantitatively|0.00111739668969,controlled|0.00135565950955,facilitated|0.00167886484037,pipeline|0.00138678376696,avoiding|0.00143503747192,path|0.00332884083058,overview|0.00218647455007,resolving|0.00141454870844,impact|0.00368136427676,ie|0.00120346563913,sharing|0.00196574332361,establish|0.0019436522599
axial|0.000946230210764,al|0.00368075096103,deal|0.0023534389023,challenging|0.00358390714227,different|0.00296694772604,detect|0.00369450149879,semantic|0.00204397250638,lung|0.00105995028111,plot|0.00109137062528,exchange|0.00132643335563,frequently|0.00165439652382,plan|0.00133256794739,reveal|0.00140174042152,could|0.00332608701193,valuable|0.00209663710095,financial|0.00137796637637,categorical|0.00349310834105,inspect|0.00119414411575,phone|0.00193659296084,layer|0.00193632355091
file|0.000931504570088,histogram|0.00363963949388,surrounding|0.00233993620702,crack|0.00353541849116,multivariate|0.0029635779647,presenting|0.0035532742385,reveal|0.00203244578703,kept|0.00100211254753,twofold|0.00107360894259,moving|0.00130132154687,rarely|0.00164866344187,pure|0.00132819846571,higher-order|0.00137896979947,display|0.00331533204143,scatter|0.0020389646054,sentence|0.00136920351795,tensor|0.00346184855358,perceive|0.0011775856327,define|0.00187205835541,museum|0.00184203153096
comprehensible|0.000908234287478,planar|0.00346420121079,geographic|0.00223318934856,simultaneou|0.00351817334484,space|0.00290495295647,4|0.00350828573505,urban|0.00194403140434,utilized|0.000995158916969,pick|0.00101509610406,continuou|0.00129075159447,enhance|0.00163183855216,attention|0.00124717353859,dependent|0.00132900568826,tool|0.00329909291114,allowed|0.00203334883196,emphasize|0.00134757392817,previou|0.00335404220594,summary|0.00115854856213,major|0.00186573553398,motion|0.00179970879967
considerable|0.00088538484287,extending|0.00340371420882,lighting|0.00220244032431,insensitive|0.00351011978746,show|0.00289700234395,arrangement|0.00350249643441,search|0.00193850976706,runtime|0.00099290897489,scatter|0.00100733209683,eigenvector|0.00128756024906,suggest|0.00158467116086,namely|0.00121718356566,respectively|0.00131998914264,additional|0.00328223192187,artificial|0.00201379930574,basis|0.00134267427798,node-link|0.00331178339306,real-world|0.0011517486844,keyword|0.00182024360712,delaunay|0.00178762070969
commonly-used|0.000869535792374,reflect|0.00334729117844,geovisualization|0.00193902078685,detected|0.00349951542159,movement|0.00288099419796,steady|0.00346333104916,become|0.00190569009704,reveal|0.000984584850432,vector|0.000993976618785,time-dependent|0.00123684447705,condition|0.00154651152262,diagram|0.00118166760072,photograph|0.00122975133303,scientific|0.0032736731459,useful|0.00193076750879,label|0.00132320343089,however|0.00298235300661,earlier|0.00114615492528,real-world|0.00179574267054,email|0.001785291214
clarity|0.000867002482086,whether|0.00328786197816,implication|0.00189560972523,sensemaking|0.00346672728358,vector|0.00287651070452,anomaly|0.00338462735214,greatly|0.00188488515057,lesson|0.000979983248577,configurable|0.000968027966256,vector|0.00118824227441,assume|0.00154383249038,interrelated|0.00117309837547,independently|0.00120284718758,visual|0.0032405748129,implication|0.00192924386842,mobile|0.00129411742704,benefit|0.0028550335292,gaze|0.00113817901744,action|0.0017811760845,menu|0.00176402275049
gaus|0.000866135153143,discovery|0.00302526144083,action|0.00182779804093,rich|0.00346358357696,surface|0.00282747921134,perform|0.00331547890784,trace|0.00186409892225,mt|0.000979664134655,4|0.000957847083109,avoided|0.00117765035288,communicating|0.00152414750374,iius|0.00115657560542,usage|0.00118243150484,tracking|0.00318932911853,parameterization|0.00192494434779,major|0.00127353826527,expert|0.00285462969827,seven|0.00113329501264,label|0.00176712477149,motivated|0.00160287384942
minimizing|0.000836780577711,relation|0.00264573018453,early|0.00182191141156,structural|0.00345016197729,offer|0.00280882341131,2|0.00329381294893,biologist|0.00178625943436,analogy|0.000975374785862,formulation|0.00094411484833,extract|0.00117515128854,personnel|0.00151977205422,deriving|0.00115318073849,deficiency|0.00117815488965,potential|0.00318324406337,specific|0.00190985720462,orthogonality|0.00126509429114,risk|0.00285280453918,segment|0.00112637468381,subsequent|0.00175865408126,allowing|0.00158916833523
suit|0.000830597250454,indicate|0.002584985607,matter|0.00181866668426,statistical|0.00342260769015,allows|0.00276008169784,limited|0.00325193018959,specifically|0.00163133940662,exposed|0.000965362090671,importance|0.000914153885923,regular|0.00113767247418,asynchronou|0.00150901084853,illumination|0.00113850272093,diffuse|0.00117534602365,workflow|0.00315891562257,focu|0.00186874098575,scale-free|0.00123664614946,analysi|0.00273923740892,patch|0.00108686248956,knowledge|0.00175274412973,surgical|0.00157541155177
vc|0.000819237544214,analyst|0.00255865044208,user-centered|0.00179862906593,learned|0.00332338606621,region|0.00272414694698,either|0.00322455619397,haptic|0.00160682453913,engine|0.000963363656423,distance|0.000900303470736,vtk|0.00112912528652,nuclear|0.00149739563605,thereby|0.00113795588812,script|0.00117126242322,focu|0.00313462276347,index|0.00182745378684,multilevel|0.00123186546112,shared|0.00266965470388,satisfy|0.00106995557933,exploratory|0.00171654742094,electronic|0.00156708433684
restrict|0.000796535259839,network|0.00242793501563,diverse|0.00179175678607,lesson|0.00328941500092,pattern|0.00271175245594,category|0.00307715009906,spectral|0.00159200625537,breathing|0.000918301486869,cumbersome|0.000891770548417,identical|0.00112702864146,life|0.0013769491768,relative|0.00112082460597,intersection|0.00114929280938,cardiac|0.00310726768261,textual|0.0018250092364,20|0.0012208822153,plot|0.00263866171955,remarkable|0.00106905151718,descriptive|0.00171046421527,might|0.00156701337646
successfully|0.000790759980235,case|0.00220129671795,functional|0.00176783223283,hinder|0.00322337641217,shape|0.0026898441438,discovery|0.00306244856728,web|0.00154140853933,trade-off|0.000907734690641,held|0.000858448293414,comparison|0.00112618693559,vary|0.00137201591388,identifying|0.00111260227364,aperture|0.00114329730184,eg|0.0030323114349,currently|0.00180038387914,link|0.00121497361778,fake|0.00261611632451,aim|0.00106078655481,transfer|0.00158821298452,document|0.00151910789338
topic|0.00076781057925,classifier|0.00210612196337,goal|0.00173249360092,given|0.0031687135607,novel|0.00266004111261,individual|0.00295227757042,multidimensional|0.00151573664104,illustrator|0.000903985290483,hamper|0.000841935371959,et|0.00110962853426,fire|0.00135289598887,detail-on-demand|0.00111126035094,inspired|0.00114200785391,device|0.00298149971251,suggestion|0.00177698069472,existence|0.0012065170414,graph|0.00261249064133,maxima|0.00103573759187,search|0.00157556440321,guarantee|0.00151007689777
continually|0.000746245897646,complete|0.00202004692999,pathway|0.00172895069621,preserved|0.00309089316232,scheme|0.00265415102245,naive|0.00291210127019,grid|0.00150789080849,learned|0.000894824757407,fmy|0.000834449200735,correlation|0.00110802075009,creation|0.00134184304992,statistical|0.00110526575507,injection|0.00111680242409,design|0.00297902537815,expertise|0.00176697148105,inferred|0.00119669177059,incorporating|0.00253311070042,deployment|0.00101675106529,mouse|0.00156180606565,system'|0.00147455503406
advance|0.000741538040654,bar|0.00195421178085,aortum|0.00171591254968,measurement|0.00308396051135,support|0.00264746357607,non-destructive|0.00290724447927,quickly|0.0014475854675,aimed|0.000880572115406,post|0.000814510622876,exploratory|0.00110675114813,vorticity|0.00134012447633,dispersion|0.00106994244797,close|0.00110071973506,answer|0.00295622154347,design|0.00176349993757,governmental|0.00118739526023,class|0.0023576690087,leading|0.0010098393858,seamles|0.00153316407566,supporting|0.00145631198253
benchmarking|0.000720547973923,tree|0.00195230084972,comparing|0.00171510018878,selected|0.0030739665198,also|0.00264288051891,tuning|0.00287467439288,reducing|0.00142820744247,observed|0.000880000842504,zoom|0.000809924704157,carefully|0.00107821525929,expectation|0.00130436494404,automotive|0.00104257499008,deliver|0.0010780098623,source|0.00294881134714,effective|0.00172805147448,reaction|0.00117937018941,event|0.00231709468756,deployed|0.00100856128568,faced|0.00152467336943,uncertainty|0.00143329472069
