Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
routing|0.00748903603709,translucency|0.00861032005601,imaging|0.00716586912008,driven|0.00855299342227,visualization|0.00532654792288,broad|0.00828453059993,negligible|0.00641572834732,visual_analysi|0.00945516370369,out-of-core|0.0078698746348,could|0.00619197643187,year|0.00694010257193,tomography|0.00584016553223,performance|0.00581854318611,failure|0.00219029650012,reliable|0.0105441373773,framework|0.0071159214611,table|0.00729576836905,corpus|0.00382117370142,topological|0.00589848774122,correspond|0.00641519823571
time-resolved|0.00748124994812,ranging|0.00770465706848,visual_analysi|0.00703804652108,entity|0.00834434194374,user|0.00517985595724,reading|0.0079393631106,production|0.00621540275622,community|0.0090215596406,physically|0.00755403289472,inspired|0.00604260102064,percentage|0.0067232626665,custom|0.00573462086789,search|0.00561179854604,alone|0.00207812223841,diagnosi|0.00971889099998,preintegration|0.00703955078082,marching|0.00707588957759,guidance|0.00370959224976,volumetric|0.00559882485203,confirm|0.00631003685349
worldwide|0.00729175223201,coding|0.00740399483555,acquisition|0.00666035559192,determination|0.00831346923703,flow|0.00477450171036,essential|0.00782188192195,regarding|0.00591659551557,petascale|0.00879247002848,concentrate|0.00747653002974,conflicting|0.00588966038674,generally|0.00532533479542,tone|0.00550791294301,chance|0.00548594963636,creativity|0.00204893183208,navigated|0.009074870911,benefit|0.00700697268056,motivate|0.00669258562991,collaboration|0.00341126249844,topology|0.00530846346575,style|0.00625896483345
insufficient|0.0072461159109,leverage|0.00444209559436,awarenes|0.00649295150745,look-up|0.00793393211051,study|0.0047485451712,radial|0.00744785360794,solve|0.00542636731582,low-cost|0.00776783165854,transport|0.00714220390892,maintaining|0.00555598171907,learning|0.00511573025713,graph|0.00505793843947,indistinguishable|0.00543550090966,agent|0.00204007102492,clinical|0.0084140701962,domain|0.00694124637725,project|0.00514678530263,expertise|0.00289017142852,fea|0.00517374244528,complement|0.00624888295782
hinder|0.00679512468976,graph|0.00391192197316,anisotropy|0.00626124243489,analysing|0.00776618452856,analysi|0.00471846162478,motion|0.00681104100473,complementary|0.00463985387872,network|0.00507368867374,insensitive|0.00695308348258,40|0.00533121105488,social|0.00458864190303,volume_rendering|0.00471333841369,focus-and-context|0.00524832082254,coupling|0.00190472245523,delivering|0.00841033860695,comparison|0.00633747848933,preintegrated|0.00472625377126,heuristic|0.00282847384925,evaluated|0.00512592574416,directed|0.00622606840932
walkthrough|0.00676562716846,included|0.00373425737945,graph|0.00596443654841,histogram|0.00629899741687,application|0.00471316186851,three-dimensional|0.0066586753277,aesthetic|0.0034543132254,security|0.00452882033078,practitioner|0.00642627760059,2005|0.0051611517349,article|0.0045503271081,thin|0.00462142282263,user's|0.00502537125112,perception|0.00176056506817,topologically|0.00728945666885,incorporating|0.00617840305261,shading|0.00461710099159,spatialization|0.00268098082525,input|0.00501192919653,integrating|0.00619712873501
video|0.00631347108257,period|0.00298945719685,cfd|0.00582644992925,built|0.00579205270247,approach|0.00456634992292,peripheral|0.0065611074773,ranking|0.00335511319837,neuronal|0.00412446872213,guide|0.00612515664088,followed|0.00500694197161,entry|0.00378247683368,virtual|0.00461185998807,robust|0.00488775336891,exchange|0.00173938943625,therapy|0.00722697818052,evolution|0.00601099528214,approximation|0.00417195961364,association|0.00243421552523,direct|0.00500822492926,practice|0.00585077813325
beneficial|0.00618949033526,correlated|0.00264468786582,segmentation|0.00579286161068,collaboration|0.00544881501434,interface|0.00437699988353,tediou|0.00649201835519,length|0.00326204823544,decision-making|0.00374457120697,ensure|0.00604044269603,dependent|0.0048698136792,discover|0.00377100246621,collision|0.00456068490145,skeleton|0.00481197501997,reflected|0.00167386830232,stenose|0.00721686214098,analysi|0.00599573887326,word|0.00396926530238,linguistic|0.00238481149483,high|0.0048982543808,vast|0.00579818110333
mining|0.00408740101081,internet|0.00184031632837,workflow|0.00566508694182,time-series|0.00445261532642,cluster|0.00424988469658,color-coded|0.00637424337754,biologist|0.00316471319518,timeline|0.00373032611483,1997|0.00592181472984,atmospheric|0.00464643401142,record|0.00361755563031,goal|0.00452798190197,query|0.00468641727308,demonstrator|0.001628238303,solver|0.00671046233683,light|0.00569782719256,transfer|0.00369029097463,focusing|0.00217047889134,manipulation|0.00468741769601,industrial|0.00574666272591
risk|0.00381758764582,privacy|0.00177213839066,sheer|0.00529023687967,bar|0.00338455439677,noise|0.00418097282907,physician|0.00624514037368,dependency|0.00289396352961,statistic|0.00277499882028,frame|0.00583123826743,pattern|0.00455473484783,email|0.00301030881837,comparison|0.00438551136182,in-place|0.00467480227951,analytical|0.00146419512389,treatment|0.00648578764142,mature|0.0051311083166,function|0.00359066706306,budget|0.00209983226215,field|0.00452235924024,description|0.00563783814681
spatial|0.00364527031381,corporate|0.00175781751273,requirement|0.00494296059151,message|0.0032753832778,method|0.00407412310892,maintaining|0.00622054348518,patent|0.00268719406249,discourse|0.00218174118315,accessed|0.00569474066746,measured|0.00450839835753,guided|0.00290004882422,exploration|0.00434814699872,stationary|0.00463269861979,variation|0.00139141274147,aortum|0.00626678661153,chose|0.00506115855162,variant|0.0031917639793,card|0.00206757617833,spherical|0.00433260584462,hypothesis|0.0056076125549
city|0.00341433757755,vision|0.00171438829238,coordination|0.0048458050439,pattern|0.00288388448025,multivariate|0.00406595368039,keyframe|0.00621207075455,statistical|0.0026009618717,coding|0.00185728256003,arrangement|0.00566048069608,color|0.00443684366614,solve|0.00277060034855,framework|0.00422351706004,evidence|0.00461019364401,declarative|0.00139076504777,day|0.00626647032159,knowledge|0.00504171305917,demonstrating|0.00312154330922,addressing|0.00200756947405,property|0.00426142399231,v|0.00550596847337
dimensionality|0.00331585444022,cluttered|0.00162564724358,biomedical|0.00478566662819,log|0.00288100414446,individual|0.00402366445664,glyph|0.00595344400462,photo|0.00255357390077,gp|0.00174565159501,finite|0.00551565227012,measure|0.00421033733275,expressive|0.00273007358722,established|0.00401632761238,graph|0.00454633927076,today|0.00137758878128,optimized|0.00566216509094,filtered|0.0050133107703,captured|0.00300903831842,tackle|0.00176874539791,structure|0.00426090816236,integrate|0.00541565242663
investigation|0.00326051999889,multivariate|0.00157357925485,optimally|0.00473396681581,seismic|0.00287576233195,interaction|0.00396546286384,brightnes|0.00540814881581,raw|0.00252908840774,convection|0.00170867464307,six|0.00523094832314,depend|0.00414551078766,solving|0.00268593739292,user|0.00395280031508,biopsy|0.00446759218574,satellite|0.00137669648061,priorus|0.00538305521111,fragmented|0.00499303628306,gpu|0.00267641912758,feasibility|0.00175801861085,scalar|0.00407340111734,sometime|0.00540273284102
year|0.00289053663021,expectation|0.00150757816767,span|0.0047224335705,query|0.00284706096285,show|0.0039177925061,tensor|0.00483589628854,worked|0.00252241138863,microscope|0.00170468763036,handle|0.00472947806167,little|0.00398701812442,constraint|0.00252878054105,shadow|0.00378032011918,tuning|0.00436064679758,trail|0.00133701385206,cpr|0.00536571552002,discovered|0.00496340889488,market|0.00237847882478,compelling|0.00173297086773,computed|0.00401106776565,pattern|0.00531644429503
classifier|0.00284781771396,dissimilarity|0.00150149501728,partition|0.00469211867698,motif|0.00273713816799,characteristic|0.00381115308477,metric|0.00436669816205,sequence|0.00248226610945,movement|0.00169689374524,around|0.00406798014071,move|0.00384892506356,target|0.00246432756443,flow|0.00377073232208,low-level|0.00433750461017,spreading|0.00129336636197,oriented|0.00513041041202,geared|0.00489601505045,greatly|0.00228996853731,characterizing|0.00170610336007,within|0.00400220112413,aim|0.00515001264441
multiscale|0.00280224562706,network|0.0015010003225,accommodate|0.00467300039056,conjunction|0.00273553256164,global|0.00378092977581,proposed|0.00432529215431,member|0.00245060416307,thin|0.00164155957556,scale|0.00351638634347,final|0.00382831494395,index|0.00244099233649,camera|0.00369569320053,low|0.00427970518171,recognized|0.0012037894329,benefit|0.00479547523084,last|0.00483531777881,separation|0.00218654841778,maximize|0.00164729207061,pipeline|0.0039714654612,happened|0.005122545003
comprehension|0.0027756745966,hue|0.00150086616002,neuroscientist|0.00453475778377,recall|0.00260181848809,tracking|0.00373815880005,solve|0.00418055887387,increased|0.00222604196588,market|0.00158848716784,public|0.00342630710375,eye|0.00359181267639,prediction|0.00243968867329,4d|0.00362554905662,vector_field_topology|0.00426097640388,semitransparent|0.00102857260287,accurately|0.00470290765197,adjusted|0.00475894749171,volume|0.00200591237232,comprehensible|0.00158946463643,virtual|0.00395712099857,testing|0.00483458560238
measure|0.00271503512907,dimension|0.00149018137679,drag|0.00450510377625,place|0.00240710267097,volume|0.00373201795688,conduction|0.00393580396217,monitor|0.00219459546489,cycle|0.00150749239924,streak|0.0031250160498,geospatial|0.00351739087524,financial|0.00239469499324,domain|0.00355967800828,analyst|0.00416176285915,ray-tracing|0.0010284763201,cue|0.0046074667062,conducted|0.00466868421468,pattern|0.00198482664327,prior|0.00154923552015,analysi|0.00388037782325,spatial|0.00472746630569
program|0.00265533625457,care|0.00148573829372,metum|0.004468717532,localization|0.00210838256263,analytic|0.00369887580704,offer|0.00380639659041,target|0.00215655515212,positioning|0.00149274469213,optimal|0.00307862694169,vision|0.00347521685682,presentation|0.00236014534531,world|0.00353846234444,hard|0.00415468838988,translating|0.00102230051063,year|0.00438028588539,literature|0.00465074458529,survey|0.00190065731607,bridge|0.00150223107062,generate|0.00382673794047,statistical|0.00458425468429
propagation|0.00226975469323,annual|0.00146808405055,larger|0.00435776506764,multimodal|0.0020321896237,information|0.00368075490052,pattern|0.00374530761973,competition|0.00211626503996,animal|0.0014661747874,index|0.0029726851339,knowledge|0.00330552105243,inform|0.00230409230174,planning|0.00352285965863,consequently|0.00410092164311,sql|0.000963754848773,cardiac|0.00436783279643,4000|0.004631205301,helped|0.00181278085955,discrepancy|0.00146962167683,method|0.00374328062163,generate|0.00405402465685
extracted|0.00221275790524,occurring|0.00145536416274,impractical|0.00433738050667,collaborative|0.0020184336916,different|0.00359700896957,volume_rendering|0.00325595847569,availability|0.0019134189935,analytic|0.00146487558519,summary|0.00285633681737,distribution|0.00320407266454,thousand|0.00230008585083,walking|0.00345947513645,spatial|0.00400083434668,desirable|0.000958763135774,illustration|0.00390197839238,enable|0.00462867845688,actor|0.00177111537578,precomputed|0.0014271903947,multi-scale|0.00369279661076,multidimensional|0.00376675961229
workload|0.00213146529716,atmospheric|0.0014059554857,iterative|0.00430582601916,cube|0.00192867915276,using|0.00357500714851,visual_analysi|0.0028205112555,synchronization|0.00187630077146,correlate|0.00136601148724,complete|0.00254284779267,effectivenes|0.00302365044462,attribute|0.00215212084906,ray|0.00344859920999,discretization|0.00398343838588,user-defined|0.000909837049133,smooth|0.00344511735471,dark|0.00460677317842,turbulence|0.00175628501099,computationally|0.00141517688435,datum|0.00365223008381,expert|0.00359855433385
urban|0.00206803409208,polar|0.00137264872648,like|0.00419910525856,indicator|0.00190038965131,tool|0.00350088303687,3d|0.00241094071292,interactivity|0.00180202223934,summarizing|0.00134004384093,texture-based|0.00214842417402,framework|0.00285036197084,heterogeneou|0.00204609500763,intervention|0.00344075077721,free-form|0.00398310727031,board|0.000904336508463,pattern|0.00342752678531,respect|0.00460275751404,subsequently|0.00172325460024,pc|0.00137572767387,current|0.00359969980601,relation|0.00359550406475
rotation|0.00203794600029,modifying|0.00135687021969,high-dimensional|0.00412637142278,instance|0.00187694015014,vortex|0.00345913384703,surrounding|0.00221145883038,likely|0.0018019750601,person|0.00128418494014,simulation|0.00211562892245,guideline|0.00275951851505,interesting|0.00203556431551,readability|0.00340510189392,polyp|0.00395928959474,asynchronou|0.000885251156767,subspace|0.00296709651462,methodology|0.00441923072217,education|0.00170769610607,adoption|0.00135618651284,contrast|0.00358932637613,spatiotemporal|0.00350803122246
gene|0.00202698240902,prevent|0.00135309616421,brain|0.00400390674098,faced|0.00183468495063,model|0.00343960504967,matter|0.00209490276293,actual|0.00177091783384,double|0.00125513253418,large-scale|0.00209245404597,occurred|0.0026512419751,behavior|0.00188782222267,rendering|0.00340413765919,additionally|0.00390332328016,genomic|0.000872550549404,key|0.00259543654992,exploration|0.00411629692635,gradient|0.00162317653319,top-down|0.00131094854976,set|0.00358436945886,knowledge|0.00343841238319
ordering|0.00200080265818,living|0.00133541659968,style|0.0038438800924,depicting|0.00172327614491,result|0.0033504919589,predicting|0.00203434873068,systematically|0.0017635722873,challenge|0.00124426164229,contest|0.00191091232798,social|0.00259720821912,energy|0.00188587726717,image|0.00340051756891,concurrent|0.00381602210721,distribution|0.000860219428815,segmentation|0.00241641319848,simpler|0.00403171732412,lot|0.00160975774953,exercise|0.00127535921809,color|0.00353030910237,mining|0.00342495670065
parallel|0.00200048458354,half|0.00131726435639,demonstrate|0.00377075959699,home|0.00171962392556,dataset|0.00331737206713,image|0.00201865878208,interplay|0.00171311896441,analysi|0.00115801752678,expected|0.0019026856872,regarding|0.00247874976355,software|0.00187499710453,history|0.00339398938693,constant|0.0037938468416,tablet|0.000817203298535,scheme|0.00229472954893,analyst|0.00400838608051,adjusting|0.00160804789948,his/her|0.00118997610476,event|0.00351221915727,discovery|0.00324255081737
parameter|0.00180317541115,necessarily|0.00129743167694,communication|0.00372118906611,augmented|0.00170592518831,spatial|0.00323659580275,fake|0.00200988968216,shift|0.00167269942478,interference|0.00115175009725,joint|0.00187794101516,orientation|0.00246868414588,finding|0.00187150206147,discipline|0.00337003605184,registration|0.00377242327331,absorption|0.000803256246356,surface|0.00223874437251,2|0.00397800426121,box|0.00160792760494,likelihood|0.00118142701963,implicit|0.00350074307415,service|0.00290614658612
link|0.00173918911226,interrelated|0.00123756977556,replace|0.00353461293521,see|0.00168266400941,interactive|0.0031949837849,graphic|0.00197578818373,spectral|0.00166710746564,diverse|0.00111137456704,pattern|0.00182570349586,accurately|0.0023574527261,leader|0.00185311278062,performance|0.00327779471091,reconstruct|0.00371775626265,supplied|0.00078401855672,toolkit|0.00223757330565,partial|0.00392844203751,non-linear|0.00158113702729,federal|0.00118075820275,vector|0.00349460724616,exploration|0.00287543142781
text|0.0017328898638,affine|0.00123358782046,organized|0.00352008067263,differential|0.00167948699395,participant|0.00318604111715,picture|0.00189090453988,sector|0.00165789175881,accepted|0.00108870792663,side|0.00173732460757,professional|0.00222706561095,machine|0.0018455983817,interactive|0.00327624084631,previou|0.0036358287613,gravity|0.00078180019866,note|0.00213500793998,refine|0.00390072908255,marching_cube|0.00156748155758,100|0.00118031340496,space|0.00343314645113,topic|0.00286469321603
partitioning|0.00168945672557,molecule|0.00117401787511,establish|0.00351809748301,speech|0.00163423814294,work|0.00311363360647,compared|0.00185409658774,textual|0.00163111118527,dependent|0.00108643279081,decade|0.00165734965496,perception|0.00218512695091,low-dimensional|0.00184497076914,commercial|0.00318896738578,social|0.00360541108516,subsequence|0.000780933797684,accurate|0.00206532310629,consider|0.00386165623365,prior|0.00156473821586,impacted|0.00117527688678,algorithm|0.00337840403799,characterize|0.00286106975279
completely|0.00168482616692,summary|0.00116947586886,force-directed|0.00351068094313,continuously|0.00159139939916,one|0.00309576447822,cluster|0.0017507428093,challenge|0.00160650152414,characterize|0.00108236910983,deployment|0.00164396764059,sensor|0.00218223617323,item|0.00181192466828,physically|0.00313379077622,compared|0.00360230935746,indispensable|0.000763688780204,employee|0.00197901040437,gap|0.0037618790884,accelerated|0.00156048286992,resolve|0.00117397347385,shape|0.00335472457405,visual|0.00277768065737
classic|0.00159059238197,ymy|0.00116846087015,scalable|0.00346808922375,sketch|0.0015670715104,scale|0.00308286252116,surface|0.00165734489696,timing|0.00156245801759,money|0.00106616049886,operate|0.00160603783015,multidimensional|0.00215836809972,evolutionary|0.00180238078454,contribute|0.00311786172776,analysi|0.00358239498874,evolution|0.000743679854175,embedding|0.00192783029798,medical|0.00369111535701,formal|0.00154782387876,visit|0.0011438432717,surface|0.00334266900598,matching|0.00275976606573
evolution|0.00153369609375,yet|0.00116571166941,euclidean|0.00339323696521,measure|0.00152653296849,computational|0.00301327750167,analysis|0.0016331673911,boxplot|0.00154567750321,intrusion|0.00104496459237,experience|0.00160378203596,multivariate|0.00214913520256,capability|0.00179773729383,visualization|0.0030885855973,commonly|0.00357331767541,alter|0.000718305119196,graph|0.0018353315918,domain-specific|0.00368601626995,instance|0.00153048768548,ambiguity|0.00113777859997,reinforced|0.00332862033007,mini|0.00251897050631
within|0.00148589109987,town|0.00116491828672,tree|0.00325350390043,working|0.00151302657291,time|0.00300710978872,brain|0.00154181849687,call|0.00154353546396,mark|0.00102155798477,overhead|0.00159528093467,aspect|0.00213502208669,user|0.0017676615428,periodic|0.00307342728881,close|0.00356778429491,stereo|0.000706166636309,consumption|0.00182207107276,automation|0.00349454000109,cpr|0.00151461979928,target|0.00107857994684,medical|0.00329047716823,square|0.00249415847116
illustrative|0.00148473147348,cartographic|0.00116060072684,biological|0.00325104449866,functional|0.00150163336287,connection|0.00300599799512,animation|0.00151208699269,country|0.00152743771027,executed|0.000994838458338,temporal|0.00158806916621,identify|0.00210390020945,ensemble|0.0017577787297,overview|0.00303069158291,planar|0.00351008597516,creating|0.00069675799352,hemodynamic|0.00180083625791,limit|0.00348467657008,exploration|0.00150684059823,modular|0.0010606129395,coherent|0.0032061531286,modern|0.00245068285533
network|0.00146622604237,comprise|0.00107052913049,navigation|0.00321524614017,major|0.00149995362657,two|0.00299943153862,descriptive|0.00147095606119,maker|0.0015253900017,project|0.000963340345234,statistical|0.00158322247373,shader|0.00207900171481,guide|0.00173173078424,predicate|0.00303061673437,integrate|0.00348983606419,production|0.000664788191939,customer|0.00179313245709,death|0.00345270885855,network|0.00150547074827,devoted|0.00105502274866,enable|0.00320175171485,gaussian|0.00240149397089
aim|0.00146320590352,scope|0.00106931892382,motion|0.00320613018422,anatomy|0.00148938550802,however|0.00298015104268,track|0.00145352826056,custom|0.00152253527496,scanning|0.000933080981763,ieee|0.00158174667581,judgement|0.00207039646014,table|0.00170509814339,report|0.00302784031127,mental|0.00346014308773,accelerator|0.00066474866326,method|0.00176249271071,creating|0.0033859296475,pixel-oriented|0.00147987893438,thumbnail|0.001032113941,sdk|0.00318933409377,demonstrate|0.00238262938215
occlusion|0.0014514222423,reduced|0.00106225381142,robust|0.00318317305921,top|0.00147609745017,found|0.00297910415577,blood|0.00144389709357,thorough|0.00152047735116,diagram|0.000911610650224,coherence|0.00155464917758,exploration|0.00201643399841,tool|0.00169261840339,fully|0.00302171068741,exponential|0.00345206100824,mutation|0.000663422859705,depiction|0.00166709042571,strongly|0.00338307431874,cartogram|0.00146001343021,island|0.00102724506808,offer|0.0031717420696,web-based|0.00238118023246
focus+context|0.00145010731063,thematic|0.00106178558017,account|0.00315603212918,sufficiently|0.00145239628751,feedback|0.00293608749805,side-by-side|0.0014220463427,identify|0.00151774295126,mt|0.000907110111757,memory|0.00155450442827,remain|0.00199578307331,multivariate|0.00163354830782,f+c|0.00300642739236,flattened|0.00344163696137,summary|0.000657932506505,proposed|0.00153689800044,3|0.00337839831051,detect|0.00144702366068,utilization|0.000995569706767,output|0.0031106149172,health|0.00228955991655
protein|0.00139282320499,culling|0.00106176201008,manner|0.00314129396628,sound|0.00140992881282,view|0.00282682306948,low-cost|0.00141851041339,network|0.00149661051796,drill|0.000886476474308,car|0.00152497226622,large-scale|0.00188979104024,molecule|0.00161440126908,weather|0.00295781702057,domain|0.00339340531799,assistance|0.000633324316523,utilizing|0.00147241411235,sparse|0.00337674061237,algorithm|0.0014425094786,m|0.000990535987813,real-time|0.00311019944414,analysi|0.00227674374882
relate|0.00138854660099,reaction|0.00106009586276,metric|0.00311056212951,peak|0.00140648748059,high-quality|0.00282626016415,light|0.00141385383656,medium|0.00146872701622,time|0.000879467427705,moment|0.00152427353819,air|0.00187380514373,bead|0.00161321266693,pose|0.00293720785792,laplacian|0.00336701885812,workflow|0.000623547611786,daily|0.00144427630349,coupled|0.00335160622276,open|0.00141562128549,parent|0.000967008861392,efficient|0.00309222641195,organize|0.00226880510775
month|0.00138415371271,ultimately|0.00105235915955,macro|0.00303547642992,critical|0.00137041723081,paper|0.00281967948732,tubular|0.00137597435013,transition|0.00144684767371,entirely|0.0008707205515,demonstrate|0.00146184287454,parameterization|0.00183824088705,sport|0.00156390936588,small-scale|0.00290138970396,intermediate|0.00333079225753,field|0.00061158859603,comparable|0.00142593798454,depend|0.00331565885659,image|0.00140591292079,pen|0.00096265209365,creating|0.00308494142831,exploratory|0.00226706805267
focus+context_visualization|0.00138112426613,rupture|0.00103287872516,dynamically|0.00298545056167,event|0.00133115188372,shape|0.00279801259945,dynamic_datum|0.00136494094032,instrument|0.00143720697272,attempting|0.000870657071415,barrier|0.00143999612584,rotation|0.00183104325949,navigation|0.00150521773035,resulting|0.00288918858204,preserve|0.00328112745143,enhance|0.000601052004733,matrix|0.00142573222012,evaluate|0.00330005023548,hand|0.00139696017507,union|0.000960197734492,predictable|0.00306884905308,&|0.00219595551586
axi|0.00137745326439,adapt|0.00101789994232,relation|0.00296308080889,semi-automated|0.00132339294203,static|0.0027831594549,seamles|0.00135646841966,alway|0.00142793429849,aided|0.00085563982334,desirable|0.00143731856411,power|0.00181900940335,communication|0.00149815886765,principle|0.00283202113171,meteorology|0.00323114493178,system|0.000593134501008,approximation|0.00135897453935,linking|0.00319066504693,independent|0.00137630106494,concise|0.000939851136085,segmentation|0.00305366692063,speed|0.00210907495943
ecosystem|0.00137673180891,cluster|0.00100500718672,leading|0.00295548282292,initially|0.00123757424812,complex|0.00278089539644,adapt|0.00133511105073,measurement|0.00141230833303,serial|0.000853807416484,time|0.00142932532114,surface|0.0018104890428,world|0.00149695699094,reporting|0.00280958346783,projection|0.00317189721376,beam|0.000580311867191,seamlessly|0.00129465543115,end|0.00318272741206,nuclear|0.00135418035448,scanning|0.000926272158284,context|0.00302109806815,asked|0.00209832506932
high|0.00136221932817,geographic|0.00100498442802,testing|0.00292954939654,ground|0.00123651742999,also|0.00274335161906,halo|0.00131792041092,movie|0.0014000659109,parallelism|0.000850311920457,tube|0.00142093327337,list|0.00178749598312,device|0.00149252549208,dominant|0.0028000518148,exact|0.00315930216534,america|0.000569965764208,provide|0.00127982960578,1|0.00318086697827,object|0.00133785966662,supporting|0.00089120572506,furthermore|0.00300638966542,interface|0.0020658911928
low|0.00134149540633,evolution|0.000985164018325,simulation|0.0029248072044,frustum|0.00122172527533,support|0.00273214239815,crystal|0.00129623672776,text|0.00139062030206,encounter|0.000814654011176,terrain|0.00138452627339,selection|0.00177295695209,unified|0.00146647467284,in-between|0.00278806576283,test|0.00313382583214,library|0.000567968983398,flow|0.00124898150245,fit|0.00309117289883,challenge|0.00133208880373,coordinated|0.000891114128219,selection|0.00300145599413,wall|0.00204135576746
