Paper ID	Conference	Year	Title	DOI	Link	First Page	Last Page	IEEE Xplore Article Number	INSPEC Controlled	INSPEC Non-Controlled	IEEE Terms	Author Keywords	Abstract	Author Names	Author Affiliations	Author IDs
	InfoVis	1999	Navigating hierarchies with structure-based brushes	10.1109/INFVIS.1999.801858	http://dx.doi.org/10.1109/INFVIS.1999.801858	58	64, 146	801858	data analysis;data visualisation;user interfaces	anomalies;brushing;exploratory data analysis;exploratory visualization;hierarchical parallel coordinates;hierarchical visualization techniques;hierarchically structured data sets;interactive selection;level-of-detail;proximity-based coloring;structural relationships;structure-based brushes;subsets;tree-maps;visual representation	Brushes;Computer science;Data analysis;Data visualization;Displays;Information analysis;Navigation;Taxonomy;Tree data structures		Interactive selection is a critical component in exploratory visualization, allowing users to isolate subsets of the displayed information for highlighting, deleting, analysis, or focussed investigation. Brushing, a popular method for implementing the selection process, has traditionally been performed in either screen space or data space. We introduce the concept of a structure-based brush, which can be used to perform selection in hierarchically structured data sets. Our structure-based brush allows users to navigate hierarchies by specifying focal extents and level-of-detail on a visual representation of the structure. Proximity-based coloring, which maps similar colors to data that are closely related within the structure, helps convey both structural relationships and anomalies. We describe the design and implementation of our structure-based brushing tool. We also validate its usefulness using two distinct hierarchical visualization techniques, namely hierarchical parallel coordinates and tree-maps	Ying-Huey Fua;Ward, M.O.;Rundensteiner, E.A.	Dept. of Comput. Sci., Worcester Polytech. Inst., MA, USA|c|;;	37445066400;37268441700;37279217900
	InfoVis	1999	3D interactive visualization for inter-cell dependencies of spreadsheets	10.1109/INFVIS.1999.801861	http://dx.doi.org/10.1109/INFVIS.1999.801861	79	82, 148	801861	data visualisation;spreadsheet programs;user interfaces	3D interactive visualization;3D space;crossing arcs;direct manipulation;hidden dataflow networks;inter-cell dependencies;interactive lifting-up operation;interrelated cells;spreadsheet visualization;spreadsheets;visual occlusion;visually intelligibility	Application software;Calculators;Computer graphics;Computer languages;Computer science;Debugging;Displays;Layout;User interfaces;Visualization		This paper proposes a new technique to visualize dependencies among cells in a spreadsheet. In this way, the system firstly visualizes a spreadsheet on a plane in three-dimensional space, and draws arcs between interrelated cells. By allowing a user to select an arbitrary cell and lift it up with direct manipulation, the system utilizes the third dimension to ameliorate visual occlusion of crossing arcs. As the user lifts a focused cell up, the interrelated cells are lifted up together; thus hidden dataflow networks can be visually intelligible interactively. Because spreadsheets are aimed at calculation itself rather than appearances of outputs, their mechanism is relatively invisible and not obvious for ordinary users. Our visualization helps such users to understand structures and mechanism of spreadsheets	Shiozawa, H.;Okada, K.;Matsushita, Y.	Dept. of Inf. & Comput. Sci., Keio Univ., Yokohama, Japan|c|;;	37438109600;37280640100;37336155800
	InfoVis	1999	Visualizing application behavior on superscalar processors	10.1109/INFVIS.1999.801852	http://dx.doi.org/10.1109/INFVIS.1999.801852	10	17, 141	801852	multiprocessing systems;pipeline processing;program visualisation;software performance evaluation	MMIX processor model;MXS processor model;application behavior visualization;multiple time scales;out-of-order execution;performance evaluation;pipeline performance data;source code;superscalar processors	Application software;Computer science;Decision support systems;Fiber reinforced plastics;Visualization		The advent of superscalar processors with out-of-order execution makes it increasingly difficult to determine how well an application is utilizing the processor and how to adapt the application to improve its performance. We describe a visualization system for the analysis of application behavior on superscalar processors. Our system provides an overview-plus-detail display of the application's execution. A timeline view of pipeline performance data shows the overall utilization of the pipeline. This information is displayed using multiple time scales, enabling the user to drill down from a high-level application overview to a focus region of hundreds of cycles. This region of interest is displayed in detail using an animated cycle-by-cycle view of the execution. This view shows how instructions are reordered and executed and how functional units are being utilized. Additional context views correlate instuctions in this detailed view with the relevant source code for the application. This allows the user to discover the root cause of the poor pipeline utilization and make changes to the application to improve its performance. This visualization system can be easily configured to display a variety of processor models and configurations. We demonstrate it for both the MXS and MMIX processor models	Stolte, C.;Bosche, R.;Hanrahan, P.;Rosenblum, M.	Dept. of Comput. Sci., Stanford Univ., CA, USA|c|;;;	37442008700;37446738400;37349803800;37272956900
	InfoVis	1999	Domain analysis: a technique to design a user-centered visualization framework	10.1109/INFVIS.1999.801856	http://dx.doi.org/10.1109/INFVIS.1999.801856	44	52, 144	801856	data analysis;data visualisation;software tools;task analysis;user centred design	Domain Analysis for Data Visualization;Environmental Life-Cycle Assessment;VisEIO-LCA;domain analysis;environmental data;existing software systems;formatting data;information visualization;rendering;software tools;user-centered visualization framework;visual structures	Data analysis;Data engineering;Data visualization;Design engineering;Graphics;Life testing;Multidimensional systems;Performance analysis;Problem-solving;Process design		Domain Analysis for Data Visualization (DADV) is a technique to use when investigating a domain where data visualizations are going to be designed and added to existing software systems. DADV was used to design the data visualization in VisEIO-LCA, which is a framework to visualize environmental data about products. Most of the visualizations are designed using the following stages: formatting data in tables, selecting visual structures, and rendering the data on the screen. Although many visualization authors perform implicit domain analysis, in this paper domain analysis is added explicitly to the process of designing visualizations with the goal of producing move usable software tools. Environmental Life-Cycle Assessment (LCA) is used as a test bed for this technique	Espinosa, O.J.;Hendrickson, C.;Garrett, J.H.	Dept. of Civil & Environ. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA|c|;;	37444499700;37340027400;37353587300
	InfoVis	1999	Aggregate Towers: scale sensitive visualization and decluttering of geospatial data	10.1109/INFVIS.1999.801863	http://dx.doi.org/10.1109/INFVIS.1999.801863	92	99, 149	801863	data visualisation;geographic information systems;military computing;user interfaces	Aggregate Towers;battlespace;cartography;data aggregation algorithms;data visualization;decluttering;dynamically aggregating data markers;geospatial data;icons;information visualization;interactive zooming;map scales;overview displays;scale sensitive visualization;symbols;zoom	Aggregates;Chromium;Data visualization;Diseases;Displays;Electrical capacitance tomography;Fuels;Military computing;Poles and towers;Radar imaging		We have developed a technique, Aggregate Towers, that allows geospatial data to be visualized across a range of map scales. We use a combination of data aggregation algorithms and dynamically aggregating data markers (e.g., icons or symbols) to accommodate interactive zooming by a user while maintaining a representation that remains intuitive, consistent across multiple scales and uncluttered. This approach implicitly generates multiple levels of overview displays from a single set of underlying data	Rayson, J.K.	Mitre Corp., Bedford, MA, USA|c|	37442826700
	InfoVis	1999	Visualizing association rules for text mining	10.1109/INFVIS.1999.801866	http://dx.doi.org/10.1109/INFVIS.1999.801866	120	123, 152	801866	data mining;data visualisation	association rules;data mining;text mining;visualization technique	Association rules;Data analysis;Data mining;Data visualization;Humans;Information analysis;Laboratories;Pediatrics;Text mining;Visual databases		An association rule in data mining is an implication of the form X→Y where X is a set of antecedent items and Y is the consequent item. For years researchers have developed many tools to visualize association rules. However, few of these tools can handle more than dozens of rules, and none of them can effectively manage rules with multiple antecedents. Thus, it is extremely difficult to visualize and understand the association information of a large data set even when all the rules are available. This paper presents a novel visualization technique to tackle many of these problems. We apply the technology to a text mining study on large corpora. The results indicate that our design can easily handle hundreds of multiple antecedent association rules in a three-dimensional display with minimum human interaction, low occlusion percentage, and no screen swapping	Pak Chung Wong;Whitney, P.;Thomas, J.	Pacific Northwest Lab., Richland, WA, USA|c|;;	37280665600;37363311600;37273308900
	InfoVis	1999	Efficient multi-object dynamic query histograms	10.1109/INFVIS.1999.801862	http://dx.doi.org/10.1109/INFVIS.1999.801862	84	91	801862	data visualisation;query processing;statistical databases;user interfaces	VQE;Visual Query Environment;continuous feedback;multi-object dynamic query histograms;multiple objects;multiple owners;range queries;single object queries	Active filters;Computer displays;Data mining;Filtering;Histograms;Mice;Microwave integrated circuits;Remuneration;Robots;Visual databases		Dynamic queries offer continuous feedback during range queries, and have been shown to be effective and satisfying. Recent work has extended them to datasets of 100,000 objects and, separately, to queries involving relations among multiple objects. The latter work enables filtering houses by properties of their owners, for instance. Our primary concern is providing feedback from histograms during dynamic query. The height of each histogram bar shows the count of selected objects whose attribute value falls into a given range. Unfortunately, previous efficient algorithms for single object queries overcount in the case of multiple objects if for instance, a house has multiple owners. This paper presents an efficient algorithm that with high probability closely approximates the true counts	Derthick, M.;Harrison, J.;Moore, A.;Roth, S.F.	Carnegie Mellon Univ., Pittsburgh, PA, USA|c|;;;	37444609500;37449036300;37365431000;37357418100
	InfoVis	1999	VisageWeb: visualizing WWW data in Visage	10.1109/INFVIS.1999.801864	http://dx.doi.org/10.1109/INFVIS.1999.801864	100	107, 150	801864	Internet;data visualisation;information resources;online front-ends;user interfaces	Visage;VisageWeb;WWW data;World Wide Web;data visualization environment;data-manipulation;information-centric user interface;user interfaces;visualization tools	Data analysis;Data visualization;Information analysis;Organizing;Prototypes;Service oriented architecture;User interfaces;Web pages;Web sites;World Wide Web		VisageWeb is an information-centric user interface to the World Wide Web built within the Visage data visualization environment. This paper traces the development of the VisageWeb project, using it to motivate an exploration of how an information-centric architecture copes with new visualization challenges. We conclude with a presentation of the VisageWeb prototype itself	Higgins, M.;Lucas, P.	MAYA Design Group Inc., Pittsburgh, PA, USA|c|;	37445884600;37305539000
	InfoVis	1999	Cushion treemaps: visualization of hierarchical information	10.1109/INFVIS.1999.801860	http://dx.doi.org/10.1109/INFVIS.1999.801860	73	78, 147	801860	data visualisation;rendering (computer graphics);user interfaces	cushion treemaps;directory structures;hierarchical information;hierarchical structure;intuitive shading;organization structures;rectangular image space;recursive cushions;rendering;shading model	Displays;File systems;Mathematics;Pervasive computing;Visualization		A new method is presented for the visualization of hierarchical information, such as directory structures and organization structures. Cushion treemaps inherit the elegance of standard treemaps: compact, space-filling displays of hierarchical information, based on recursive subdivision of a rectangular image space. Intuitive shading is used to provide insight in the hierarchical structure. During the subdivision, ridges are added per rectangle, which are rendered with a simple shading model. The result is a surface that consists of recursive cushions. The method is efficient, effective, easy to use and implement, and has a wide applicability	van Wijk, J.J.;van de Wetering, H.	Dept. of Math. & Comput. Sci., Eindhoven Univ. of Technol., Netherlands|c|;	37267249200;37294473300
	SciVis	29-29 Oct. 1999	Construction of vector field hierarchies	10.1109/VISUAL.1999.809863	http://dx.doi.org/10.1109/VISUAL.1999.809863	19	25, 505	809863	approximation theory;data reduction;data visualisation;iterative methods;mathematics computing;pattern clustering;principal component analysis;vectors	Hardy's multiquadric method;approximation level error measurement;binary space partitioning;clustering;data simplification;discrete data sets;discrete field;discrete point set;field structure;iterative refinement;multiresolution representations;point cluster splitting;principal component analysis;streamline discrepancy measurement;top-down segmentation;topological connectivity;vector field hierarchy construction;vector field visualization	Clustering algorithms;Computational modeling;Computer science;Computer simulation;Data visualization;Image processing;Iterative algorithms;Iterative methods;Principal component analysis		Presents a method for the hierarchical representation of vector fields. Our approach is based on iterative refinement using clustering and principal component analysis. The input to our algorithm is a discrete set of points with associated vectors. The algorithm generates a top-down segmentation of the discrete field by splitting clusters of points. We measure the error of the various approximation levels by measuring the discrepancy between streamlines generated by the original discrete field and its approximations based on much smaller discrete data sets. Our method assumes no particular structure of the field, nor does it require any topological connectivity information. It is possible to generate multi-resolution representations of vector fields using this approach.	Heckel, B.;Weber, G.;Hamann, B.;Joy, K.I.	Dept. of Comput. Sci., California Univ., Davis, CA, USA|c|;;;	37350243300;37411444100;37282068700;37267811400
	SciVis	29-29 Oct. 1999	Large field visualization with demand-driven calculation	10.1109/VISUAL.1999.809864	http://dx.doi.org/10.1109/VISUAL.1999.809864	27	506	809864	calculation;data visualisation;large-scale systems;time series	Demand-Driven Visualizer;Python;arbitrary expressions;built-in functions;demand-driven calculation;demand-driven evaluation;differential operators;eager evaluation alternatives;field value determination;interactive field definition;interpreted systems;large data sets;large field visualization;large-scale visualization;lazy evaluation;scientific visualization;time-series data	Application software;Chromium;Computational fluid dynamics;Computer graphics;Costs;Data visualization;Large-scale systems;NASA;Postal services;Space technology		Presents a system designed for the interactive definition and visualization of fields derived from large data sets: the Demand-Driven Visualizer (DDV). The system allows the user to write arbitrary expressions to define new fields, and then apply a variety of visualization techniques to the result. Expressions can include differential operators and numerous other built-in functions. Determination of field values, both in space and in time, is directed automatically by the demands of the visualization techniques. The payoff of following a demand-driven design philosophy throughout the visualization system becomes particularly evident when working with large time-series data, where the costs of eager evaluation alternatives can be prohibitive.	Moran, P.J.;Henze, C.	MRI Technol. Solutions, NASA Ames Res. Center, Moffett Field, CA, USA|c|;	37264891100;37373380100
	SciVis	29-29 Oct. 1999	Simplified representation of vector fields	10.1109/VISUAL.1999.809865	http://dx.doi.org/10.1109/VISUAL.1999.809865	35	507	809865	computational fluid dynamics;data visualisation;flow visualisation;graphical user interfaces;pattern clustering;vectors	arrow icons;flow data;input data hierarchical clustering;simplified images;simplified vector field visualizations;user experience;vector data;vector field representation;visualization parameter setting	Computational fluid dynamics;Computational modeling;Computer science;Data engineering;Data visualization;Displays;Fluid flow;Mathematics;Streaming media;Weather forecasting		Vector field visualization remains a difficult task. Many local and global visualization methods for vector fields such as flow data exist, but they usually require extensive user experience on setting the visualization parameters in order to produce images communicating the desired insight. We present a visualization method that produces simplified but suggestive images of the vector field automatically, based on a hierarchical clustering of the input data. The resulting clusters are then visualized with straight or curved arrow icons. The presented method has a few parameters with which users can produce various simplified vector field visualizations that communicate different insights on the vector data.	Telea, A.;van Wijk, J.J.	Eindhoven Univ. of Technol., Netherlands|c|;	37268047100;37267249200
	SciVis	29-29 Oct. 1999	Hierarchical parallel coordinates for exploration of large datasets	10.1109/VISUAL.1999.809866	http://dx.doi.org/10.1109/VISUAL.1999.809866	43	508	809866	data visualisation;information retrieval;very large databases	XmdvTool system;anomaly searching;cluster aggregation information;display technique;focus region;hierarchical clustering;hierarchical parallel coordinates;information filtering tools;information navigation tools;interactive visualization;large dataset exploration;level of detail;multi-resolution view;multivariate data sets;multivariate visualization techniques;pattern searching;scalability	Computer science;Data visualization;Displays;Electrical capacitance tomography;Filtering;Filters;Large-scale systems;Navigation;Stacking;Visual databases		Our ability to accumulate large, complex (multivariate) data sets has far exceeded our ability to effectively process them in searching for patterns, anomalies and other interesting features. Conventional multivariate visualization techniques generally do not scale well with respect to the size of the data set. The focus of this paper is on the interactive visualization of large multivariate data sets based on a number of novel extensions to the parallel coordinates display technique. We develop a multi-resolution view of the data via hierarchical clustering, and use a variation of parallel coordinates to convey aggregation information for the resulting clusters. Users can then navigate the resulting structure until the desired focus region and level of detail is reached, using our suite of navigational and filtering tools. We describe the design and implementation of our hierarchical parallel coordinates system which is based on extending the XmdvTool system. Lastly, we show examples of the tools and techniques applied to large (hundreds of thousands of records) multivariate data sets.	Ying-Huey Fua;Ward, M.O.;Rundensteiner, E.A.	Dept. of Comput. Sci., Worcester Polytech. Inst., MA, USA|c|;;	37445066400;37268441700;37279217900
	SciVis	29-29 Oct. 1999	New quadric metric for simplifying meshes with appearance attributes	10.1109/VISUAL.1999.809869	http://dx.doi.org/10.1109/VISUAL.1999.809869	59	510	809869	computational geometry;solid modelling	appearance attributes;complex triangle meshes;geometric correspondence;geometric simplification;memoryless simplification;quadric error metric;quadric metric;simultaneous optimization;visualization;volume preservation;wedge-based mesh data structure	Computational modeling;Computer errors;Computer graphics;Computer simulation;Data structures;Lighting;Rendering (computer graphics);Solid modeling;Sparse matrices;Visualization		Complex triangle meshes arise naturally in many areas of computer graphics and visualization. Previous work has shown that a quadric error metric allows fast and accurate geometric simplification of meshes. This quadric approach was recently generalized to handle meshes with appearance attributes. In this paper we present an improved quadric error metric for simplifying meshes with attributes. The new metric, based on geometric correspondence in 3D, requires less storage, evaluates more quickly, and results in more accurate simplified meshes. Meshes often have attribute discontinuities, such as surface creases and material boundaries, which require multiple attribute vectors per vertex. We show that a wedge-based mesh data structure captures such discontinuities efficiently and permits simultaneous optimization of these multiple attribute vectors. In addition to the new quadric metric, we experiment with two techniques proposed in geometric simplification, memoryless simplification and volume preservation, and show that both of these are beneficial within the quadric framework. The new scheme is demonstrated on a variety of meshes with colors and normals.	Hoppe, H.		38470079200
	SciVis	29-29 Oct. 1999	Efficient compression of non-manifold polygonal meshes	10.1109/VISUAL.1999.809870	http://dx.doi.org/10.1109/VISUAL.1999.809870	73	512	809870	computational geometry;data visualisation;decoding;encoding	clustering;conversion process;manifold mesh;manifold model;non-manifold polygonal meshes compression;polygonal compression methods;singularities	Biomedical imaging;Computational geometry;Decoding;Encoding;Geographic Information Systems;Information geometry;Medical simulation;Service robots;Solid modeling;Virtual manufacturing		We present a method for compressing non-manifold polygonal meshes, i.e. polygonal meshes with singularities, which occur very frequently in the real-world. Most efficient polygonal compression methods currently available are restricted to a manifold mesh: they require a conversion process, and fail to retrieve the original model connectivity after decompression. The present method works by converting the original model to a manifold model, encoding the manifold model using an existing mesh compression technique, and clustering, or stitching together during the decompression process vertices that were duplicated earlier to faithfully recover the original connectivity. This paper focuses on efficiently encoding and decoding the stitching information. By separating connectivity from geometry and properties, the method avoids encoding vertices (and properties bound to vertices) multiple times; thus a reduction of the size of the bit-stream of about 10% is obtained compared with encoding the model as a manifold.	Gueziec, A.;Bossen, F.;Taubin, Gabriel;Silva, C.	Multigen Paradigm, San Jose, CA, USA|c|;;;	37372281700;37344705800;37282608000;38183059100
