Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
focus_and_context|0.00722311712007,mandatory|0.0103809392582,anomaly|0.00498757231183,toolkit|0.0047800754137,industrial|0.00849904201953,solve|0.00760011967796,task|0.00506442332953,marching|0.00664705876397,incorporating|0.0035067350805,illustration|0.00505065611375,classified|0.00860918061422,highlighting|0.00372475270528,(computer_graphics)|0.0048580462716,discovered|0.00621021097258,increasing|0.00640436335925,projector|0.00484604901369,chose|0.00772756070118,network|0.0042362606472,scalar_field|0.0059774512951,weather|0.00788443496974
customized|0.00704474027109,tediou|0.0101485024479,shared|0.00432081375371,analyst|0.00474994222597,driven|0.00827985805404,extinction|0.00757686514087,oscillation|0.00502645040216,collect|0.00663168639391,evolution|0.00330447431164,evolution|0.00489591377413,benefit|0.0084534195153,surrounding|0.00315565811089,approach|0.00482734701705,analyst|0.00616347895834,chart|0.00626718894986,molecular|0.00457810503194,evaluated|0.00713726196348,exact|0.00407060123778,surface|0.00548340474916,adaptation|0.00786434234262
vascular_visualization|0.0066592075267,manual|0.0101238180313,entry|0.00417946790899,orientation|0.0037308832937,delineate|0.00824131624857,remove|0.00604132708201,depth|0.00484614592935,happened|0.00662154461621,aesthetic|0.00306855127898,leverage|0.00440200880292,six|0.00815934089823,workload|0.00270643334161,volume_rendering|0.00474923073184,visualization_environment|0.00590491108202,time_series|0.00564589386772,included|0.00364490111828,accommodate|0.00706386748876,description|0.00395691675737,frequently|0.00540905861942,history|0.0077393577366
despite|0.00663944483769,transfer|0.00977128935325,variant|0.00359254846243,parallel_coordinate|0.00362420737843,clearly|0.00813605526431,completely|0.00600140828543,framework|0.00480814102754,closed|0.00651866364397,tool|0.00292544688036,lattice|0.00393927244267,4|0.00594085058967,brushing|0.00255369460019,morse|0.00466334063087,capturing|0.00583446774511,analytical|0.00533567741207,length|0.00340721835641,familiar|0.00703980943914,significantly|0.0039537223944,acquisition|0.00521571165823,reported|0.00765260197414
stenose|0.00662492483446,semi-transparent|0.00973183198047,generally|0.00344594054468,layout|0.00354642774269,viewpoint|0.00804524898321,measurement|0.00538193261845,evaluation|0.00475416112134,topologically|0.00651346373541,temporal|0.00291986354346,multiscale|0.00357206419832,multiple_view|0.00574012678116,dynamic_datum|0.00225682556255,rendering|0.00466178196686,literature|0.0056960016515,aggregation|0.0042160784563,news|0.00324180874452,radial|0.00696969107048,year|0.00389974104257,rich|0.00518832291449,realizing|0.00761662416596
substantially|0.00657899628544,split|0.00953649502141,deal|0.00267030421666,activity|0.00342019202645,accessed|0.00804488524683,unlike|0.00525817765709,visualization|0.00472518946044,data_mining|0.00642256417992,option|0.00236284788447,sequential|0.00265901916863,graph_layout|0.00317168391959,haptic|0.00219852013858,image|0.00449451460015,bay|0.00562744497164,busines|0.00364085608621,biologist|0.00288113820704,monitoring|0.00685019874977,respect|0.00387873368143,dimensional|0.00510760671462,correlation|0.00732933973379
nerve|0.00655848693026,toolkit|0.00908286664744,uncertain|0.00257033218433,analytic|0.0031034533341,factor|0.00761512871678,isosurface|0.00434625973003,scale|0.0045387971439,tracking|0.0063989809445,visual_analytic|0.00231954507586,data-driven|0.00249122099987,guideline|0.00296172207155,muscle|0.00199885099014,method|0.00447252927038,specialist|0.00555435685044,style|0.00352736313678,membership|0.00285023228697,aneurysm|0.0062820245393,usefulnes|0.00382186658925,compute|0.00489030109366,intent|0.00693355177404
iterative|0.00612129111836,active|0.00792827266052,setup|0.00232807188162,symmetry|0.00308338048507,solid|0.00710398960248,security|0.0037344668503,systematic|0.00442231634495,closer|0.00629774160603,intuition|0.00210754522013,reveal|0.00227353962043,interview|0.00290960457962,urban|0.00197335270792,movement|0.0044488162895,chain|0.00523507683377,overlap|0.00301662902067,hierarchical_datum|0.00279324813406,functionality|0.00624411850896,focused|0.00370780201837,method|0.004712075377,evidence|0.0067814684826
aneurysm|0.00610603292601,ensure|0.00748552940744,multivariate|0.00230059271597,bundle|0.00306423830798,envelope|0.00550314443566,volume_rendering|0.00341417159788,(computer_graphics)|0.00431516225187,evolution|0.00570238612486,investigative_analysi|0.00185168519746,classic|0.0020102376443,ray|0.00270299500658,abstraction|0.001944735288,volume|0.00426467548334,determination|0.00522494261657,challenge|0.00290791897682,molecule|0.00261508421012,comprehend|0.00623182067232,apply|0.00367544895921,indistinguishable|0.00464509087988,non-spatial_datum|0.00672728738924
semi-automatic|0.00610397873445,log|0.00382445569979,principal_component_analysi|0.00225279852431,controlled|0.0030579818901,spatiotemporal|0.00411925269306,public|0.00292552083906,cloud|0.00406208451045,pronounced|0.00566679170944,document|0.00182710724379,tree|0.00181312657962,space-time|0.0025134635782,education|0.00185232618963,modeling|0.00425657703324,great|0.00514829589606,reveal|0.00284208862254,recommendation|0.0022547912323,electron|0.00619325043075,last|0.00364980176386,high|0.00460608656335,partial|0.00664339666093
meteorology|0.00610308609373,planning|0.00276662043955,group|0.00222221610934,data_analysi|0.00303735320742,population|0.00366516579256,risk|0.0028643478792,display|0.00404981466546,average|0.00557718963416,university|0.00182278650102,tree_visualization|0.00169821493384,cubic|0.00205981248083,similarly|0.00171000081885,analysi|0.00416383879497,exponential|0.00512235235754,judgement|0.00259919569795,email|0.00223898497103,programming|0.00601794737292,visual|0.0036126416578,flow|0.00454538609585,entity|0.00606810294971
preserved|0.00605962818533,genome|0.00246353997344,classification|0.00214188057188,transition|0.00298966608654,accurately|0.00354599977974,conducted|0.00279323508906,three-dimensional|0.00402272812455,earlier|0.00531727973611,contest|0.00180315042828,anatomy|0.0016556781872,museum|0.00202256173593,national|0.00167153031971,reformation|0.00410541437488,output|0.00504758345145,spread|0.00254064934099,actor|0.00220463954396,inspired|0.00588750062704,display|0.00360657081698,multi-variate_datum|0.00447821634075,enabled|0.00605381068335
organized|0.00596580874542,patient|0.00236257333146,subsequently|0.00202879475457,web-based|0.00274518984571,challenge|0.00354256247864,decision-making|0.00265645472256,3-d|0.00395143487442,fit|0.00523201784319,company|0.00178704221854,subtle|0.00164937607704,potentially|0.00196902494396,saving|0.00148714724764,evaluation|0.00400349633931,priorus|0.00494141585486,tile|0.00248716720008,office|0.00219384574091,computed_tomography|0.00563884219814,analysi|0.00359785916813,gabor|0.00443723429012,successive|0.00599735236964
segmentation|0.00595826319156,seismic|0.0019414831143,destination|0.0019669028055,captured|0.00272144271223,story|0.00314989508588,empirical|0.0025655075651,review|0.00394912892463,larger|0.00513726930304,jigsaw|0.00178280412691,formalism|0.00157362389933,4d|0.00196734800772,temporal|0.00144926651925,light|0.00393578164893,computational_fluid_dynamics_(cfd)|0.00487282457827,assumption|0.00248125035939,text_visualization|0.0019875450448,social|0.00534827121742,datum|0.003546462936,algorithm|0.00437436094351,et|0.00536368990215
researcher|0.00504000478221,surgical|0.00188834556619,statistically|0.00187256160763,typical|0.00268729718126,organize|0.00314113039528,interpolation|0.00248525179662,extensive|0.00388501634643,optimal|0.00488071993695,octree|0.00177653780185,retaining|0.00155777805559,preferred|0.00181673538091,extreme|0.00143628710596,microscopy|0.00388356860066,task|0.00479550220418,financial|0.00241509920243,scalable|0.00196535686295,evolved|0.00530572848825,depend|0.00349007372259,rendering|0.00430343811136,employing|0.00534407391504
reconstruct|0.00500408751457,addressing|0.00172944226658,redundant|0.00178933986909,node-link_diagram|0.00249354921024,movement|0.00311964526382,ray-casting|0.00247264078088,study|0.00386949773995,dependent|0.00465175056996,seamles|0.00172293016522,hand|0.00150038897323,slicing|0.00179172033966,polyhedral|0.00142898333895,spatial|0.00371521296002,validation|0.00477233393675,overlay|0.00233765372586,reveal|0.00195519904585,heat|0.00525657235923,extraction|0.00345068960441,delivering|0.00430297562507,al|0.00508945585154
collaboration|0.0046434948316,statu|0.00165256689154,parallel_coordinate|0.001718507189,labeling|0.00246502008892,category|0.00258117682631,navigation|0.0022883293435,datum|0.00381061984868,reflect|0.00460845810733,depicting|0.00168704045274,encourage|0.00149347357226,causal|0.00178382654503,cpr|0.00138474318837,scheme|0.00370123995968,rapid|0.00462707064137,prediction|0.0023012773998,template|0.00193699346586,tool|0.00519539502867,approach|0.00342056458053,computed|0.00428988415602,established|0.00461604386577
group|0.00463121920551,sequence|0.00158526675659,segmentation|0.00167351878252,node-link|0.00243545328691,health|0.00256794205164,shader|0.00212291089972,generation|0.00379826954584,decision|0.00425536240325,capability|0.00165762969382,reason|0.00144822937089,transparency|0.00177605136176,proxy|0.00135464908869,shape|0.00366621805765,sensemaking|0.00454752761591,predict|0.00214178127524,hand|0.00191015500639,unfortunately|0.00503846594346,information_visualization|0.00329008175859,procedural|0.00424360528928,vast|0.0042612626385
discovery|0.00449105655641,interval|0.00156132376617,cluster|0.00165627086537,drawn|0.00239830494189,artificial|0.00248415548105,believe|0.00212086798451,lighting_design|0.00378510778239,challenge|0.00423632293029,differ|0.0016564160235,reconstructing|0.00144549903213,systematically|0.00176153908651,modifying|0.00135355159177,assemble|0.00366442790951,commonly|0.00454358171898,correlated|0.00214003250744,assembly|0.00186350201892,track|0.00495658321014,published|0.00328658540875,colored|0.0042055919299,automatic|0.00421646973109
final|0.00426918092185,peak|0.00152543881805,perceptually|0.00162177018871,graph|0.00238848143902,neighbor|0.00234939999801,surface|0.00211641374217,pc|0.00377450506417,direct_manipulation|0.00402475299159,eye|0.00157839788347,efficacy|0.00143356740215,repository|0.00168605189983,skin|0.00133481825752,flow|0.00360976552956,directed|0.00440326373325,analyst'|0.00212807744119,derive|0.00184312531374,1997|0.00494335633422,evaluate|0.00327258440454,improve|0.00402972626482,tracking|0.00349264781912
solve|0.00366010491535,variability|0.00148642861271,decision_tree|0.00159281970048,raw|0.00237701796484,mixing|0.00223698591459,piece|0.00204923231667,feedback|0.00377065403586,consider|0.00399164682259,reasonable|0.00157719762376,adequately|0.00142391784989,mark|0.00162465862391,specify|0.00127794117113,noise|0.00348723076136,exhibit|0.00432889282349,graph_drawing|0.00197999032797,k|0.00184305805934,atmospheric|0.0048607783975,interactive|0.00327237676354,redistribute|0.00399820470937,realistic|0.00301398903644
individual|0.00349604752551,tumor|0.00142691454032,black|0.00157810847221,mining|0.00232016574411,namely|0.00221257636634,texture-based|0.00202372565614,color|0.00375378608312,contain|0.00394884702313,spot|0.00155473205248,exchange|0.00141613062048,scanning|0.00160693296128,secondary|0.00127784902299,medical|0.00346223458015,selected|0.00414462402306,patent|0.00193699767638,document|0.00179894873262,vision|0.00473871915003,overview|0.00326376343759,skeleton|0.00399510372547,subspace|0.00282287384184
collaborative|0.00346840422414,surgeon|0.00140969562875,host|0.00153764084141,topic|0.00230106657917,course|0.00218624416545,analytic|0.00201297256214,fea|0.00363626177644,pattern|0.00344779621003,search|0.00150338168111,helping|0.00137030070549,layered|0.00151070635634,diagram|0.00122263024869,set|0.00345108190328,automation|0.00410948391639,vium|0.00188318865739,extracted|0.00176522655628,histogram|0.00381555292645,number|0.00324142343662,builder|0.0039873855132,matching|0.00249599671831
conducted|0.00341459922251,stability|0.00137498468897,program|0.00151028631051,treemap|0.00227268523743,geo|0.00206247815758,turn|0.00196991536177,system|0.00359254959645,simulation-based|0.00309107386477,nspace2|0.00147658316532,n-gram|0.00137024464047,visualization_application|0.00143649162958,atomic|0.0012006092327,high-quality|0.00338818366447,final|0.00385441244926,linguistic|0.00187245206296,corpu|0.00146089507017,explored|0.00379413394938,design|0.0032008587149,inspection|0.00388651457032,modern|0.00249541273371
person|0.00341385380393,layout|0.00133471692975,ability|0.00150831768082,analysis|0.00225672235653,student|0.00198117155216,color|0.00196580395227,cardiovascular|0.00351894561367,analytical|0.00303167002141,system|0.00145297325221,dimensionality|0.00133790744629,photograph|0.00136739823466,enhanced|0.00119523909695,system|0.00337466829133,analyze|0.0037543843542,turbulence|0.00183221359511,uniformly|0.00141226923239,larger|0.00373336256237,potential|0.00311260362519,comparing|0.00376839926394,multivariate|0.00235653525135
article|0.00322511497558,home|0.00133231304306,conflicting|0.00147926514507,tract|0.00210517206829,science|0.00163725064261,evidence|0.00183312747692,spatial|0.00344371800459,identify|0.0028827120035,score|0.0014525213615,explain|0.00131300947101,zoom|0.00130620254015,iv|0.00114555824354,eg|0.003293354699,conflicting|0.00372691559185,fault|0.00180898757979,expressed|0.0013613001486,selected|0.0031337859132,required|0.00311173964748,impractical|0.00372576707729,task|0.00228319031696
characterize|0.0028808705462,landmark|0.00123106771988,linear_interpolation|0.00146707492902,action|0.00208848119915,exploratory_analysi|0.00162496662511,around|0.00174750407361,simulation|0.00332625468891,variation|0.0028817759304,specify|0.00144112583426,derivative|0.00130647481432,filter|0.00127318318853,intuitively|0.00112882217671,pattern|0.00327682455567,interface|0.00367690706358,refined|0.00179926489652,inherently|0.0013552119418,scale|0.00298415244493,behavior|0.00307791486803,solver|0.00368825116347,methodology|0.00220447454584
review|0.00283083384279,indexing|0.00117082295946,suggestion|0.00144458551213,popular|0.00188499155886,gp|0.00161798327248,ever|0.00169055738712,tool|0.00326987742416,realistic|0.00286610805484,person|0.00143967417753,time-series|0.00126152480365,identical|0.00118284881495,resemble|0.00112090060898,serve|0.0032413833717,multi-scale_interaction|0.0036713689425,want|0.00170100381978,valuable|0.00133379959664,accurately|0.00296618934491,predictable|0.00301991050696,indicate|0.00366511604195,2011|0.00201231867899
benefit|0.00240207504761,dna_sequence|0.00114611081229,carefully|0.00142148070039,pattern_recognition|0.00180481465309,state-of-the-art|0.00161056670607,bia|0.00160113812785,interface|0.00325746603806,service|0.0027270357612,bring|0.00143457912183,theaccuracy|0.00125024982654,concrete|0.00117462131988,convey|0.00110769746219,work|0.00321965382717,individual|0.00327479899526,benefit|0.00164911125329,whose|0.00132435426636,metaphor|0.0027054194062,spatial|0.00301919072214,original|0.00365537223726,contest|0.00194825704892
problem_solving|0.00238998837267,job|0.00113691828267,geodesic|0.00141004323922,phone|0.00173815495282,commercial|0.00157314464833,yield|0.0015939767932,artery|0.00324126184655,facet|0.00262390352739,involved|0.0014094169253,stereoscopic|0.00122762246516,circle|0.00117115656329,channel|0.0011043518863,however|0.00317546254139,user|0.00322460070962,enough|0.00163733840319,summarizing|0.00131175433138,enable|0.00264618732379,flow|0.00295252454713,laplacian|0.00362699151905,record|0.00188337075306
measure|0.0022846390191,sequencing|0.00112924757726,vium|0.00140388398323,adapted|0.00171747105998,academic|0.001571388847,mapping|0.00156480826859,participant|0.00315418178617,motion|0.00253551985645,spectrum|0.0014018267796,larger|0.00120965159358,whether|0.00115708083938,observational|0.00108910023731,visualization|0.00314637724803,video|0.00314292139464,surface_representation|0.00161356897811,centered|0.00129210475026,hypothesis|0.00263432224651,creating|0.00294930865047,object|0.00361577081893,computationally|0.00185758591127
combining|0.00225435790866,inevitable|0.00103629159189,n|0.00138209393037,monitor|0.00170142718803,interaction_design|0.00148368394618,person|0.00152792809344,lense|0.00312188080482,task|0.00243859653455,quick|0.00140124813844,segment|0.00118571437501,blurring|0.00114543025405,i/o|0.00105260623103,compared|0.00311432994092,layout|0.00310052227851,conflict|0.00160667004134,half|0.0012782330621,range|0.00248092997002,geared|0.00291489230463,topological|0.00356697174847,talk|0.00184550174241
team|0.002198625495,impacted|0.000999375472947,pre-integrated|0.0013313523048,parameterization|0.00170133401426,log|0.00140388675615,threshold|0.00148424090234,sensing|0.00309606601124,supporting|0.00242440923442,suite|0.00139719939208,atom|0.00116492516045,filtering|0.00113477684456,informational|0.00103920054222,result|0.00310089298788,reported|0.00297752781818,edge|0.00159831514668,living|0.00126282178488,demonstrating|0.00243421107356,scale|0.0028542385312,free-form|0.00356319048851,convey|0.00174435629319
opportunity|0.00218333080933,cube|0.000998510224218,decision|0.00132723782653,layout_algorithm|0.001685323943,run|0.00138112313159,introducing|0.00145240067793,domain|0.00308673961706,conducted|0.002334140681,tree|0.00137650743456,encompassing|0.00116395430672,illustrative|0.00110414959711,maximal|0.0010332062818,structure|0.00307553640075,feedback|0.00287190031465,examination|0.00159176578066,analyst|0.0012481061806,social_network|0.00236725198509,interaction|0.00281189040556,learning|0.00355296983713,summary|0.00173472288781
would|0.0021053299076,getting|0.000958101256673,lastly|0.00126055928637,relation|0.00165485451752,expert|0.00136580517394,availability|0.00144429506995,3d|0.00308088442667,ensemble|0.00231042138038,information|0.00136975019067,data_cube|0.00115259101119,scatter|0.00107596141751,genetic|0.0010280362742,within|0.00305638054368,visual_analytic|0.00270640333438,targeted|0.00157201747807,whenever|0.00121378078637,event|0.00227939191086,compare|0.00280503440007,flattening|0.00353625009165,turbulent|0.00166744760441
textual|0.00209624358249,motivated|0.000913002442202,convey|0.00125120965543,additionally|0.0016265968802,factorization|0.00133431114468,active|0.00143562014983,static|0.00297092995211,process|0.00222340439427,prototype|0.00134542814083,node|0.00115077859017,person|0.00106410655001,illustrative|0.00101591316857,domain|0.00304292012109,spatial|0.00265892225578,rarely|0.00152542052599,molecular_visualization|0.0011941714549,instance|0.00219554986845,linked_view|0.00276891332844,recover|0.00352303545713,browser|0.00166348627005
professional|0.00203169589679,list|0.00090086107209,latter|0.00122524858902,competition|0.00160390230988,isosurface|0.00132418960367,visual_design|0.00143469166675,increased|0.00287338698597,classifier|0.00213484678515,grayscale|0.00134483504781,reality|0.00111564640593,minimization|0.00104720012962,blue|0.000998193023119,volume_visualization|0.00304110953257,graphical|0.00262082996316,web|0.00151586681786,silhouette|0.00116276121762,comprehension|0.00214209097453,controlled|0.00275780339428,vector_field_topology|0.00351790082012,generally|0.00161160310147
filtering|0.0019718157793,slower|0.000868651120031,discrepancy|0.0011937376677,situation|0.00157867443147,positioning|0.0013211247955,gpu-based|0.00141399636431,line|0.00282827050707,gaussian|0.00208636107511,navigate|0.00130067983854,individual|0.0010788793635,arranged|0.00101551338285,isolate|0.000997398943931,demonstrate|0.00296979711356,taxonomy|0.00251260010046,emphasize|0.00150278026278,zoom|0.00115799188345,developer|0.00208164734991,filtered|0.00272962351456,multi-scale|0.00351200860849,contribute|0.00161050748985
list|0.00196607371428,17|0.000863411003068,derivation|0.0011906568625,large_volume|0.00155883756438,transaction|0.00130003555334,isosurface_extraction|0.0014075356745,collision|0.00281244410994,role|0.00194109175508,center|0.00129992840465,rapid|0.00107521287633,formed|0.000998230999571,collision|0.000975587508495,dataset|0.0029554735976,system|0.0025088581077,platform|0.0014937770449,disparate|0.00114232186917,data_transformation|0.00190214857216,different|0.00272665214157,insufficient|0.00348655582727,spatialization|0.00158620123897
luman|0.00193927995786,grasp|0.000850647394831,versatility|0.00113161526622,navigation|0.00155084362203,bubble|0.00123483979695,color_blending|0.00139857599351,perception|0.00280050790518,employee|0.00185658281923,laboratory|0.00126782548724,encouraging|0.00107239707016,tightly|0.000980996658572,spectral|0.000972879733753,naive|0.00294614921204,help|0.00250554686722,convection|0.00146786588377,quadratic|0.00113297400323,response|0.0018636170876,model|0.00272372646026,hard|0.00347231231271,name|0.00155082737216
integral|0.00188446382071,surgery|0.000845773118783,spacetime|0.001114297279,directed|0.00152832009165,formative|0.00119384849953,artifact|0.00139033010504,attribute|0.00276929255913,implication|0.00182303544433,4|0.0012595592951,explicit|0.00105284233779,contemporary|0.000972963994183,library|0.0009652228845,characteristic|0.0029243193602,organization|0.00249955418966,personnel|0.00145918959851,neighbor|0.00110585693884,system|0.00176631999251,method|0.00272217805387,worldwide|0.00346405017018,comparative|0.00154836065809
wikipedium|0.00181329355814,preoperative|0.000825926193888,former|0.00110772874994,tool|0.00152705756795,portal|0.00117444726967,market|0.00135505955065,using|0.00275615113318,landscape|0.00178223988902,scope|0.00123793995176,paging|0.00104871203665,gpu-based|0.000941378541704,plume|0.000962859694695,novel|0.00292286266004,production|0.00248354700971,alternative|0.00144605092397,ymy|0.00108929703972,online|0.00174562471911,clustering|0.00271459797817,employ|0.00344000387713,solved|0.00150824725687
task|0.00179957577392,acquisition|0.000817077626703,grouping|0.0010998284975,usability|0.00152522090051,frustum|0.00114562604346,industry|0.00134443850073,reliable|0.00274966710288,diverse|0.00177191207955,step|0.00123583049058,specification|0.00104666915358,intermediate|0.00094136886962,emphasize|0.000953606051407,computational_topology|0.00290058170365,treemap|0.00242047498827,mc|0.00140105008793,improving|0.00108836500173,task|0.00174059013101,view|0.00270765019604,volume|0.00340377497135,difference|0.00150763349128
top|0.00177012772501,two-level|0.000812447719808,surface_reconstruction|0.00107690260162,mobile|0.00152458264212,stem|0.00112692243072,common|0.0013328219976,interactive|0.00274230085979,database|0.00176437001307,keeping|0.00123207309715,ultimately|0.00102030805706,gpu|0.000924801006015,axi|0.000946225904746,display|0.00289768268357,group|0.00239029155325,response|0.00137411831341,seven|0.00106558685047,embedding|0.00171505538838,incorporating|0.00267427084495,walkthrough|0.00338747954059,researcher|0.00147468906262
member|0.00175861931205,ct|0.000812176944763,common|0.00107586528493,direction|0.00151223622181,animal|0.00111863997881,away|0.00131393520463,coherent|0.00269456093018,eye_tracking|0.00176124605703,user|0.00123082364913,visual_clutter|0.00100586561453,evolving|0.000876452039003,time-varying|0.000916944481066,present|0.002890527477,interaction|0.00225926578113,prototyping|0.00135441735274,summarization|0.00104790359211,cognitive|0.00169438142427,cover|0.00266408101954,optimal|0.00336041518432,comparing|0.0014245313178
rich|0.00172758512584,multi-modal|0.000801282793097,collected|0.00107198258983,workflow|0.00150820169503,extracted|0.00110151393338,potentially|0.00130495995953,answer|0.00266881251769,real-world|0.00173806184239,evaluating|0.00122858257118,significantly|0.000980704761565,identify|0.000870420745799,curved_planar_reformation|0.00089700540151,parameter|0.00286906646588,visual|0.0022341068782,plot|0.00134662582869,independently|0.00104605426169,scatter|0.00167610994588,common|0.00264769047047,small-scale|0.00332735430044,characteristic|0.00139736938649
category|0.00171615849811,high-end|0.000800434974204,data_analysi|0.00107159451306,open|0.00150357177191,determine|0.00108290335212,group|0.00130321193257,multidimensional|0.00266155919967,note|0.0016819634467,valuable|0.00122840660981,focus|0.000974168530725,duplicate|0.000869555718146,bone|0.000890275425328,function|0.00286537698275,proces|0.00222803352111,java|0.00133485229153,iteration|0.00103908464734,biology|0.00163944749014,object|0.00257962378632,avoid|0.00330658394432,overview|0.00135925843398
abstraction|0.00166285033908,isosurface_extraction|0.000724639208545,tiled_display|0.00106204128783,social|0.0014453954825,merge|0.00108165285692,enhanced|0.00128374904879,vector_field|0.00264112384231,time_series_datum|0.00157252407888,reflected|0.00120983382217,in-house|0.000927053642467,transfer|0.000862509663464,worldwide|0.000879366629719,3d|0.00286272642306,table|0.00206973248488,figure|0.00132379584671,pick|0.000999980564401,software|0.00161257218823,abstract|0.0025640535546,prior|0.00328171449351,side-by-side|0.00135879472938
