Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
heat|0.0053717152607,metum|0.00692069749213,patient-specific|0.00796662784074,vortice|0.00662269889828,programming|0.00752920135922,easier|0.00242162416556,segmentation|0.00203582566777,imaging|0.00740230761597,treatment|0.00924485195353,color-coded|0.00745356863068,user|0.00482128976481,routine|0.00724459683004,high-quality|0.00665121081815,colored|0.00836687690526,peripheral|0.00776390941064,tomography|0.00574390119838,high-dimensional_datum|0.00971809636557,illustrative|0.00517669305867,timeline|0.00427902785371,word|0.00514355036284
conference|0.00500783709987,impractical|0.00683628383289,chart|0.00767029564543,intermediate|0.00587643181345,determination|0.00747504621368,large-scale|0.00236304514596,topological|0.00203046153146,correspond|0.00351804725656,v|0.00838054448975,standardized|0.00715974240038,visualization|0.00477262584618,regarding|0.00678581530732,account|0.00613025962185,flame|0.00798422158528,mental|0.00775742949038,year|0.00565632852535,unlike|0.00955893676985,entry|0.00474152671686,length|0.0038517866697,aesthetic|0.00381590771604
parameter|0.00472053220884,nerve|0.00660405504986,classified|0.00763486073016,acquisition|0.00584135302815,six|0.00697019979712,channel|0.00221599574003,field|0.00202665061923,conjunction|0.00322698807735,compare|0.00551369082919,walkthrough|0.00710801259099,modeling|0.00472577787635,text|0.00674463804076,treemap|0.00604300102999,appropriately|0.00798113622979,brain|0.00753280497906,transfer|0.00561987729085,focus-and-context|0.00904265392023,guided|0.0036353623103,preference|0.00333184541639,depiction|0.00355564275112
found|0.00455397331013,regular|0.00641305151388,soft|0.00751368566237,considered|0.00533936550068,clearly|0.006909288355,coloring|0.00221304943751,implicit|0.00201931828525,diverse|0.00252595011439,scalability|0.00544759662331,sensemaking|0.00709944038949,blood|0.00468889330057,histogram|0.00593705890081,correspond|0.00596277902901,optimally|0.00793117607517,reconstruct|0.00733884331195,thin|0.00533857591526,smaller|0.00887305693454,dependency|0.00341849337561,center|0.00331776756696,mixing|0.00296106231479
framework|0.00448501134907,contribution|0.00631034210138,replace|0.00716270594883,categorical|0.00505373243313,dependent|0.00679661918631,summary|0.00219790162055,surface|0.00199619181707,service|0.0024010472513,video|0.0051881397783,motivate|0.00667401531034,spatial|0.00466665016888,eye|0.00455622324974,simplification|0.00549870241573,shaped|0.00768870512114,learned|0.00732461955361,rapidly|0.00507958137519,regularization|0.0084826553953,prediction|0.00282974126996,inform|0.00327850587752,customer|0.00280018793298
transfer|0.00443863884578,conduction|0.00628836971395,brightnes|0.00654700576459,coordinated|0.0039632603399,reflect|0.00659321080039,analytical|0.00217619490539,significance|0.00190662074649,museum|0.00236250581326,energy|0.00373419545429,topic|0.00656421196963,simulation|0.00464237246667,email|0.00416875554647,shared|0.00444284903368,morphing|0.00768859546924,prevalent|0.00730147796991,denoising|0.00499228892231,capturing|0.00789430415885,monitor|0.00242431994909,embedding|0.00321795835869,correlated|0.00270477685291
feedback|0.0043172720033,hard|0.00628338832354,ranging|0.00556318776694,projector|0.00375253137273,molecular|0.00417063854586,c|0.0020560032717,mc|0.00189233249825,cubic|0.00229073422577,imaging|0.00324510562551,discovery|0.00647517502466,graphics)|0.00454216052176,public|0.00380722311391,topic|0.00417646975419,generalizing|0.00742784445261,lesson|0.00729514400079,indicate|0.00486236044088,usually|0.00745090990047,competition|0.00233778668877,voronous|0.00286231463948,analyst'|0.00268144645467
extensive|0.00428169076888,clustering|0.00594718012466,move|0.00554465858169,category|0.00371482661058,understanding|0.00416024735538,convection|0.00197208209529,decomposition|0.00188509256238,camera|0.00212467286511,asked|0.00319376367207,ensure|0.00612952069624,(computer|0.00454216052176,bar|0.00319008152741,labeling|0.00389337062922,radiology|0.00729148742799,connection|0.00718169416595,prior|0.00457810423025,consequently|0.00706721233007,bia|0.00233748628998,discourse|0.00280863665556,popular|0.00256259719144
planning|0.00415106966214,cell|0.00586271007908,taxonomy|0.00514841171617,variant|0.00320902754482,time-series|0.00400355023069,expres|0.00195670091362,mesh|0.00188103146829,rapid|0.0020547306692,high-quality|0.00318263236956,coupled|0.00568420066261,query|0.00451604023351,vast|0.00305402315574,connection|0.00388075400654,biological|0.00685844227629,advance|0.00717347397306,incorporate|0.00446555414577,comprising|0.00690835050124,lagrangian|0.00228738395878,conflicting|0.00277835755373,intuition|0.00250152719003
free|0.0040402175863,linked|0.00585767375079,security|0.00512528888076,multiscale|0.00296866068318,discovery|0.00399724937137,temporal|0.00194654060454,texture|0.00182467440598,slicing|0.00201142802637,raw|0.00306419617572,text|0.00535681891373,function|0.00443590395622,touch|0.00294567308306,employee|0.00274925625805,finite|0.00673432494895,predicted|0.00698266236158,pipeline|0.00434505507736,insufficient|0.00638162572638,statistically|0.00206580578462,blog|0.00263405024377,formation|0.00234695374679
level|0.00400123069369,hinder|0.00574618500535,embedded|0.00471865718343,included|0.00296314450809,encoding|0.00380587881785,creativity|0.0019133880781,marching_cube|0.00179349417293,concrete|0.0019176469544,genome|0.00270071398477,additional|0.00459529859507,system|0.0043491243689,digital|0.00290903781235,texture-based|0.00260652150803,neighborhood|0.00673408037497,gaining|0.0066814000207,apply|0.0041110217588,respect|0.00628512481398,utilizing|0.00203443815131,convey|0.00253384458159,lot|0.00208333701793
knowledge|0.00378439073244,calculating|0.00545950680554,necessary|0.00435956707833,significant|0.00280759922026,working|0.00355941248613,expressive|0.00188534523504,assume|0.00176806179146,gp|0.00190973090139,md|0.00269645012631,kind|0.00446906350372,display|0.00422692464538,utility|0.00277107717793,worked|0.00247878771018,lower|0.00670074346982,1997|0.00660437851938,final|0.00403259231389,look-up|0.00606518206929,stres|0.00193662861011,university|0.00231711142528,som|0.00178694938283
algebra|0.0037337876907,negligible|0.00527242453195,risk|0.00421964142178,scatterplot|0.00273019158896,contest|0.00338474683467,nuclear|0.00186379941213,vector|0.00171628722436,sketch|0.00184878431111,regression|0.00259221439995,finite|0.00440380778876,interface|0.00421885437022,seismic|0.00271052181934,day|0.00246770921501,class|0.00632175380901,steady|0.00633556347835,examine|0.00401616038949,correctly|0.00600993114102,major|0.00192613436919,summarization|0.00227368200932,recognize|0.00177377863613
ambiguou|0.00357831756361,accessed|0.00514347298054,busines|0.00416748557903,meaningful|0.00268551324045,person|0.00338278984776,maker|0.0018134575753,topology|0.0017107034692,painting|0.00182104809754,record|0.0024414517746,rapid|0.00423763132045,ability|0.00415510052185,piece|0.00251648151508,option|0.00245274917484,evaluating|0.00631733117085,percentage|0.00607470313381,like|0.00394802022043,employ|0.0059853983177,uncertain|0.00191924077406,contextual|0.0022275398803,purpose|0.00170622480399
accurate|0.00355575775778,petascale|0.00506696344746,segmentation|0.0038313248142,interpretation|0.00265095198698,streak|0.0033125642008,snapshot|0.00181217232613,level|0.00170581305626,agent|0.00178388011513,person|0.00243570628461,occlusion|0.00411997576271,application|0.0040293538802,sensitivity|0.0025106250522,detect|0.00232714539762,entity|0.00631338396514,sparse|0.00594717348075,chance|0.00394449763146,hypothesis|0.00556822231119,critical|0.00187628625746,seamlessly|0.00216096213236,clustering|0.00170441177321
tone|0.00354710943909,precise|0.00504312402782,subspace|0.00369152181416,compare|0.00259401468733,lattice|0.00321629189716,convey|0.00173912421468,multi-resolution|0.00163776778923,host|0.00174934908268,joint|0.00228384283675,analyst|0.00364699204461,volume_rendering|0.00401210980035,device|0.00240628275201,compare|0.00218027919634,adopted|0.00615554117143,understanding|0.00495874649038,connection|0.00375138313216,back|0.00540424908749,diverse|0.00185400870609,fragment|0.00206296225248,reconstructing|0.0016692983273
spherical|0.00352405142248,tensor|0.00489398176956,implement|0.00327538728181,air|0.00252661676916,modern|0.00309990970404,short|0.00165741164267,refinement|0.00163065921498,metadatum|0.00173321664423,intersection|0.00227254373951,either|0.00355722771159,vessel|0.00400886168953,retrieval|0.00239064733147,consumption|0.00213282113675,controlled|0.00615068156753,lower|0.00476575883787,method|0.00372215740484,controlled|0.00533939326824,sector|0.00183143104513,document|0.00205612165666,surface|0.00160449524526
diffusion|0.00350828076664,versatile|0.0046518755502,decision-making|0.00320157952616,?|0.00250716451856,web-based|0.00301199652492,extrema|0.00163028744151,additional|0.0016298792482,positioning|0.00163367464041,foundation|0.00226989370063,element|0.00343936222988,framework|0.00383508171279,turn|0.00233370952453,isosurface|0.00212914275123,blobby|0.00610283518461,define|0.00304349534336,3d|0.00371970123772,advance|0.00513692038657,heterogeneou|0.00178834359139,interplay|0.00202283627144,survey|0.00159724898067
vector|0.00350175497953,end|0.00428215281108,captured|0.00310655806191,display|0.00228539653339,diffusion|0.00278483396458,saving|0.00162203757475,heat|0.00161521988688,animal|0.00160460107982,serve|0.00223434329763,conclusion|0.00293995257199,lighting|0.00382734847408,light|0.00232411343263,interpolation|0.00212546946998,defect|0.00607055556456,surrounding|0.00257963844591,len|0.00367495848187,tested|0.0049674363363,decision|0.00175424689677,linked|0.00197241459468,polyhedral|0.00159082954863
typical|0.00347279540477,fit|0.00422156698915,imaging|0.00308154212389,steering|0.00223929922236,composition|0.00263685396755,pure|0.00160624380798,hue|0.00160220895755,sketching|0.00160004301707,tomography|0.00220626925064,overlap|0.00286003419615,interactive|0.00381105888376,instance|0.00221339006043,multi-variate|0.00212127418899,acquisition|0.00605002231661,behavior|0.00240282276057,broad|0.00361383992356,selected|0.00401426828206,transparency|0.00173436215463,competing|0.0018241896826,operational|0.00157542329702
static|0.00341023279701,independent|0.0037571588567,dtus|0.0030268272148,comprehension|0.00220481403747,reveal|0.0026335605317,annual|0.00160034011928,view-dependent|0.00154264419709,artist|0.00154254273673,growing|0.0021331878469,ordering|0.0025511635978,method|0.00380317756781,data-driven|0.00210040953037,destination|0.00195277263784,marching|0.00598223309632,scatter|0.00238094087985,simply|0.0035616974533,tensor|0.00288487270687,country|0.00168733533238,thorough|0.00179540573215,expectation|0.001544070174
determine|0.003397930658,scatterplot|0.00361640682633,message|0.00298514842917,respect|0.00216835486864,real-world|0.00259162139557,step|0.00158672153201,hierarchy|0.00153998840325,exchange|0.00154024773754,begin|0.00208797634637,high-resolution|0.00228438976058,rendering|0.00375396510051,feedback|0.00209569680436,spline|0.00184081322745,behavior|0.00567260894172,predicting|0.00237310550556,chose|0.00345502443914,bundle|0.00283015793548,transformation|0.00166829386887,comprehension|0.00165387585458,mesh|0.00150513191311
factor|0.00331886585461,pipeline|0.00336626444958,story|0.00296095397704,transformation|0.00216775798418,note|0.00259140751908,concerning|0.00155610777564,growing|0.00150580236381,mas|0.00151967552389,family|0.00207342247408,workload|0.00223968060943,tool|0.00348380584283,source|0.00187441134488,total|0.00183891692227,beneficial|0.00555090243036,exploring|0.00235023208657,scalable|0.00344435034328,financial|0.00280617638339,net|0.00165557183422,considered|0.0016435879737,communicate|0.00149517540495
additionally|0.0033164094276,manner|0.00332487249747,guidance|0.00275410706491,gradient|0.00205210804378,&|0.00246347180892,demonstrator|0.00152053182842,locally|0.00146828542727,5|0.00151077946382,reuse|0.00197914976569,fashion|0.00220831859859,enable|0.00337113794432,character|0.00183267883805,team|0.00169066998287,force|0.0052826142422,transition|0.00231298672641,polishing|0.00339324864463,invariant|0.00255129043592,arc|0.00161407574131,programming|0.00163580162561,process|0.00149039101823
perception|0.00328504014708,segmentation|0.00329417249129,brain|0.0025912490327,person|0.00199868175734,evaluation|0.00236187625985,binding|0.00150955642754,discrepancy|0.00142970291698,centered|0.00150958175463,muscle|0.00195486252014,face|0.00216536794085,interaction|0.00336857628527,descriptive|0.00182881574257,volume|0.00166892517135,element|0.0049555606245,observe|0.00230714220578,tuning|0.0032799761983,analyst|0.00247016580028,discovery|0.0015874422871,correlate|0.0015671910896,deformed|0.00148704532747
case|0.0032843326209,isosurface|0.00321148036083,tile|0.00256391899973,curve|0.00188623947805,define|0.00208874406193,polyline|0.00149290451798,posed|0.00137757110913,permit|0.0014652482228,summary|0.00190368846682,tetrahedral|0.00214496923886,image|0.00335438305429,cube|0.00181785770434,progression|0.00164407707835,anomaly|0.00459284728795,believe|0.00229628981812,pathological|0.00324804072102,significant|0.0023606921461,stacking|0.00157615260506,summarizing|0.00153715566196,tight|0.00148680170517
within|0.00325049786744,spline|0.00309402654127,modality|0.00256339936501,interview|0.00187001390305,psychology|0.00207555620475,half|0.00144887681752,method|0.00137401548624,stereoscopic|0.00144539161361,angular|0.00190188317464,defining|0.00202228382447,study|0.00333866532144,text_visualization|0.00175348186273,microscope|0.00156969873982,hypothesis|0.00364047922284,real-world|0.00222430055872,determining|0.00324618538077,estimation|0.0023057723635,requiring|0.00157314185845,understanding|0.00151560916769,simplified|0.00148650838348
maintaining|0.00316030495487,volume|0.00268357199918,motif|0.00252272130695,spatially|0.00177268039642,expected|0.00206474471734,curve|0.00144145943944,localize|0.00136473956565,lastly|0.00139821993952,redundant|0.0018703559803,spatio-temporal|0.00199993860937,volumetric|0.00331593793103,design|0.00174006625074,iterative|0.00156661781193,population|0.002809890323,mrus|0.00206704434369,collaborator|0.00323567237763,transition|0.00213245487397,composite|0.00157205909484,filling|0.00148651072652,bring|0.00146568682647
reported|0.00312910501635,demonstrating|0.00250513465686,retrieval|0.00229670581424,subsequently|0.0017325755521,depend|0.00201796850768,ridge|0.00143294929352,quickly|0.00133753606743,attack|0.00125083712697,scalable|0.00181168848467,descriptor|0.0018967717396,approach|0.00324478430903,expression|0.00169995919081,likely|0.00151722857963,fluid|0.00280684774897,update|0.002059790015,corporate|0.00323132182278,allowed|0.00204597380539,linked|0.00149908288856,increasingly|0.00147413133231,demanding|0.00146217943507
previou|0.00311067996001,field|0.0020741559939,pathway|0.00229019760825,account|0.00172660467184,phone|0.00200174480328,thousand|0.00138333869465,drawback|0.00133511209667,endoscopic|0.00125002576389,category|0.0017694436788,pc|0.00186792588384,space|0.0032396757051,massive|0.0016745986638,error|0.0014701255995,understanding|0.00237649143795,road|0.00197044729513,surface|0.00320411691846,user-centered|0.00170088701063,degenerate|0.00149181920333,zoom|0.00146577473774,marketing|0.00145881247772
simulation|0.00310688284679,ray-casting|0.00206909548144,separation|0.00227578982583,indicator|0.0017056962136,numerou|0.00192833200605,focal|0.00134247429173,embed|0.00133311182752,job|0.00124714564074,behavior|0.00168892727443,mesh|0.0017812939062,structure|0.00323315074909,embedded|0.0016487388149,cloud|0.00133394615525,service|0.00228408951374,provided|0.00196399254521,pose|0.00317179264676,command|0.00169487407828,zoom|0.0014633180528,discussion|0.00136345127345,feasibility|0.00143297482761
input|0.00307428521875,assumption|0.00192527179348,anatomical|0.0022248966448,regarding|0.00168211897205,expression|0.00188020947144,logic|0.00130269921673,tested|0.00132473367803,blurring|0.00123939494122,carefully|0.00168495130682,significant|0.00177172391963,dataset|0.00321700621743,home|0.00162091081336,lower|0.00132599974699,reveal|0.00225046821276,spatial|0.00185033932594,formulation|0.00313132106229,apply|0.00162128796702,2-d|0.00145195440599,user'|0.00135325920318,commonly|0.00142142375046
movement|0.00306990875405,adopted|0.00190790757958,define|0.00219456486898,supporting|0.00167427131103,closed|0.00166863300684,impression|0.00129035896227,direction|0.00131657274802,reconstruction|0.00122100955063,early|0.00159765062428,moving|0.00176161038218,analytic|0.00319400289776,box|0.00161538194129,novice|0.00132165885913,dimensionality|0.00210729544661,examine|0.00178137009431,camera|0.00305699521277,localization|0.00161049411199,topological|0.00139130285501,confidence|0.00132140818758,polar|0.00140383774182
last|0.00306843963538,membership|0.00188364246368,explanation|0.00216248477684,provided|0.00166446059494,alone|0.00161579592909,time-varying|0.00128623741022,dedicated|0.00130994988038,interpolation|0.00121206975494,variation|0.001480697722,document|0.00175775629458,multivariate|0.00306117906507,survey|0.0016013333172,factorization|0.00131187442864,team|0.00203980487007,view-dependent|0.00175860086297,geometric|0.00305465554798,however|0.0015982715148,neighbor|0.00138525552134,numerou|0.00129232590871,propagation|0.00132492297576
providing|0.00305759257977,picture|0.00188252277298,expertise|0.00214574473598,creation|0.0016419011699,seamles|0.00160200438444,finite|0.00126548372547,normally|0.00129282275928,picking|0.00120859951343,dissimilarity|0.00143658462484,simulation|0.00174164083118,high|0.00298253899902,similarly|0.00149952453134,alway|0.001307220163,process|0.00203805669748,haptic|0.00171203537411,simultaneou|0.00303987803201,ray|0.00158684908743,focused|0.00138342784508,packing|0.00127170929233,data-flow|0.00132409319036
topology|0.00305441947065,major|0.0018792468633,yet|0.00208538490786,extraction|0.00162669279574,density|0.00154781902638,trail|0.00124856625205,top-down|0.00127534216848,process|0.00119006222092,layered|0.00142000951417,decade|0.0017394064285,reformation|0.00297285016714,transfer|0.00148819589337,computed|0.00130003516767,artificial|0.00201123927194,octree|0.00165865294505,manner|0.00301224971214,triangulation|0.00158069685288,tensor|0.00136070323674,policy|0.00125931463747,atomic|0.00129036529583
layout|0.00303716638125,active|0.00186977680378,quickly|0.00206730563085,flow|0.00159094441249,targeted|0.00150437650288,tournament|0.00121425480497,ranked|0.00125557670732,minimization|0.00115867261522,anatomy|0.00140621715794,comparable|0.00171362454077,field|0.00293083807226,suite|0.00147818583858,calendar|0.00126171261924,pipeline|0.00200938117263,retrieval|0.00164637554169,electron|0.00299087667819,side|0.00156447907421,representing|0.0012970576263,sequencing|0.0012450459407,matched|0.00128428369801
furthermore|0.00301774789642,interval|0.00185095484249,bank|0.00185226177699,probe|0.00157151172017,tightly|0.00148460524157,derive|0.00119563375314,reducing|0.00124358279908,assistant|0.00113470892227,genomic|0.00138819448732,time-consuming|0.00163673439667,individual|0.00287335562884,past|0.00145263729575,derivative|0.00123466605707,adjacency|0.00190967394451,resonance|0.00159173649213,commodity|0.00297431496515,move|0.00153019324696,point|0.00129543005589,metaphor|0.00124175453699,atmospheric|0.00128328317169
spatial|0.00300849214406,containing|0.00183917103753,treemap|0.00184912696127,simplicity|0.00156160546574,incorporating|0.00146582902145,field|0.00119228942392,sum|0.00123398279532,scanner|0.0011075706928,skin|0.00133827585671,synchronization|0.0015950832114,domain|0.00284976863312,score|0.00144984386495,week|0.00123009087396,time-dependent|0.00186084506632,gained|0.00154403342786,larger|0.00297326330478,low-dimensional|0.00152671859956,machine|0.00126781023995,seven|0.00122800930193,boundary|0.0012787209696
may|0.00299800848703,sample|0.00182056548463,expressive|0.00180846032389,point|0.00154614665952,unit|0.00146325517824,utility|0.00116626436095,utilization|0.00122767678193,ranging|0.00109611907434,predefined|0.00133519886055,designer|0.0015943158213,information|0.00284751399898,corpu|0.00143293797488,efficiently|0.00122799497805,biology|0.00183187399238,and/or|0.00153914614891,applicability|0.00295549212222,force|0.00151641104566,interrelated|0.00126569197019,cluster|0.00122155253832,radviz|0.00125034419022
optimal|0.00294539110004,however|0.0018046876403,usually|0.0017967496826,larger|0.00154286168963,reasonable|0.00144404763822,abrupt|0.00113666322479,point|0.00122108150448,rectilinear|0.00102137022697,rationale|0.00133351406288,conflict|0.0015757536655,exploration|0.00281915235611,astrophysic|0.00138392350169,preprocessing|0.00122659292882,respect|0.001787937416,grouping|0.00153132482045,play|0.00295533884372,delaunay|0.00148462834241,increasingly|0.0012566880757,total|0.00121674278419,red|0.00117916823475
maintain|0.00291341967793,grid|0.00175164628616,perception|0.00169229877055,simulation|0.00153062101223,looking|0.00140858815314,cloud|0.00111896866179,simplification|0.0012168960132,filter|0.000998142110781,increasingly|0.00130337821926,determining|0.00156616494867,model|0.00280367066412,however|0.00136356179623,meet|0.00120052089628,propagation|0.00177443316872,compound|0.00147604255627,overhead|0.00293881999703,algorithm|0.00148454333749,resource|0.00122665266599,comprise|0.0011702873458,light|0.00117000667703
coherent|0.00289506180506,mature|0.00173413723293,saliency|0.00168345917019,barrier|0.00152368989781,helping|0.00139741224875,get|0.00110650498481,function|0.00120229386398,uncertainty|0.000979945662297,understanding|0.00129051376182,briefly|0.00153242747036,motion|0.00279440541222,subtle|0.0013565153271,employ|0.00116021052965,recommendation|0.00176265765322,revealing|0.00147342255203,generate|0.00292318186979,point|0.00147587797742,supporting|0.00122497904765,thousand|0.00117027312692,large-scale|0.0011356310896
domain-specific|0.002865664295,light|0.00171767147161,streamline|0.00162897499463,resource|0.0015091306063,formal|0.00138865250698,biography|0.00107214414801,adjustment|0.00119353495688,accessible|0.000975760294639,curved|0.00127942676324,political|0.00149330423028,result|0.00277517665225,wavelet|0.0013431743762,improvement|0.00112797318043,contribute|0.0016874445459,linkage|0.00146567245299,easily|0.00291009222361,modified|0.00146896306321,hand|0.00122452572052,ultimately|0.00115042394312,record|0.0011351379942
impact|0.00284713980134,application|0.0017071495519,surgical|0.00157950216387,preferred|0.0014939937308,fault|0.00135741354503,sonar|0.00106230607198,multiresolution|0.00119094792733,linked|0.000961109475264,event|0.00126484285593,built|0.00148367275896,virtual|0.00276892806664,growing|0.00133156723473,utility|0.00110910704797,flow|0.00166344369767,consequence|0.00145032846516,avoid|0.00289173387247,geometric|0.00144330262078,aperture|0.00121745969623,discovery|0.00114636473072,arise|0.00113480296799
toolkit|0.00281687995758,smart|0.00170536145363,facilitated|0.00157108731717,relatively|0.00148736026049,realism|0.00135267941992,previou|0.00105953678128,complex|0.00118551105474,intelligent|0.000955014698086,precomputed|0.00124386299731,card|0.00148271871624,3d|0.00274474145698,exploring|0.00133057096993,clip|0.00109438112103,focusing|0.00163068162344,strip|0.00143207020875,partition|0.00288631443756,rendering|0.00138063575506,vector|0.00121549603412,j|0.00114622542855,quite|0.00112571792943
direction|0.00280639000346,symmetric|0.00168531749587,academic|0.00155189210196,incremental|0.00148282582491,radio|0.00132136565576,devoted|0.00105766461693,geometric|0.00117541731001,wood|0.000901596081517,communicating|0.00122966865201,processing|0.0014123660174,pore|0.00273622202027,peak|0.00132568530825,trilinear|0.00106028911514,large-scale|0.00160407766135,user'|0.00136378003875,focuse|0.00288022787447,car|0.0013732511296,deficiency|0.00121331091425,molecular|0.00107021504957,crease|0.00111557522209
description|0.00278322757138,understanding|0.00165017868231,movie|0.00150749381818,instrument|0.00147756203128,constructing|0.00128478009503,attack|0.00101326376359,detail|0.00117419181601,plan|0.000887391415088,grouping|0.0011900372121,continuously|0.00140331341198,different|0.00272915248107,compelling|0.00131578151054,daily|0.00104925497906,reduction|0.00158686441524,hierarchically|0.001351751704,worldwide|0.0028647667415,examining|0.0013607669797,dispersion|0.00115455314487,rs|0.00106776271796,coverage|0.00109629405617
available|0.00277895568636,particle|0.00163588892072,diagnostic|0.00148320480663,speech|0.00145517841833,tensor|0.00128101535003,high-performance|0.000990677973872,medicine|0.00115626171923,restriction|0.000882797734287,ridge|0.00116477769905,prototyping|0.00137477865192,medical|0.00271381588885,controlled|0.00130611914895,surface|0.00103614425826,opportunity|0.00157667424351,compare|0.00134630690364,validation|0.00286434281864,bead|0.00133528070039,create|0.00113522173518,usually|0.00105091808421,interval|0.00109570243076
