Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
3d|0.00384039977883,sharing|0.00273604559692,glyph|0.0028975812718,cardiovascular|0.00628530252007,intent|0.00570447831762,len|0.00630833316158,design|0.00487283542311,leverage|0.00420519318587,proven|0.00734851852761,management|0.00316647717093,learned|0.00630821564192,metadatum|0.00229901588638,population|0.00403586988081,word|0.0045068919977,helping|0.00238938225967,reporting|0.00641331020972,machine_learning|0.00489454687553,visual_analysi|0.00257244501065,linguistic|0.00240152375768,tracking|0.00383325515217
set|0.00382063695747,choice|0.0026687103891,scan|0.00285117672061,neuronal|0.00622618296992,bay|0.00566324365856,accurately|0.00585374956946,determine|0.00485288838522,lattice|0.00405820332171,1997|0.00625407659469,interview|0.00316633936564,refine|0.0061231462371,systematically|0.00227469094547,depiction|0.00394203140587,insensitive|0.00422477395247,away|0.00237795806674,atmospheric|0.00624846377898,entry|0.0042365487032,separate|0.00246714388317,begin|0.00238611724545,volumetric|0.00377296604612
different|0.00380106324589,scalable|0.00258793969409,mining|0.00278283543707,custom|0.00617655334691,specialist|0.00564852745927,embedded|0.00565854406191,knowledge|0.0046740226318,problem_solving|0.00379597427886,feedback|0.00611813394651,tensor|0.00301157396995,capturing|0.00607929658701,consumption|0.00227451269322,heterogeneou|0.00352379288675,developer|0.00361597827048,realism|0.0021703641832,external|0.00604913609674,busines|0.00401882631554,almost|0.00228541281695,facilitated|0.00221057337673,offer|0.00364759197237
interactive|0.00378516247986,random|0.00244313225664,drawn|0.0027741739363,additionally|0.00614236617582,ambient_occlusion|0.00557175488501,projector|0.0054658368756,found|0.00457713668623,overlap|0.00367308196036,critical_point|0.00497180205467,earth|0.00291744293607,dark|0.00606629838867,compromise|0.00212929866097,feedback|0.00290198915427,expressive|0.00350171187574,targeted|0.00214914754331,track|0.00592075897049,bundle|0.00386685390545,start|0.00226470292027,text_analysi|0.0021706239484,connection|0.00363280291948
transfer_function|0.00359187912308,card|0.002397635023,phone|0.00258753611231,hemodynamic|0.00589902215149,volumetric_dataset|0.00556904636923,kind|0.00519959284659,study|0.004523574563,spread|0.00293240844751,matrix|0.00352673752725,data_mining|0.00283507608763,non-spatial_datum|0.00603431595214,leaf|0.00212807852284,artificial|0.00267043270044,query|0.00336247571454,user-centered_design|0.00213078875501,plot|0.00564601728014,subspace|0.00379333686517,leader|0.00222859088925,contained|0.00210513606773,analyst|0.00362982080498
domain|0.00358255586878,classic|0.00237939820793,aggregate|0.00217066667983,aneurysm|0.00587453279351,enabled|0.00556682427736,security|0.00486052242548,search|0.00442539245937,allowed|0.00289868070193,aesthetic|0.00333442719232,ground|0.00277306478906,surface_modeling|0.00599373806215,cluttered|0.00206620763697,intersection|0.00259958464654,instance|0.00292628366379,deformable|0.00206781234174,scientific_visualization|0.00531889050013,message|0.00338868158559,share|0.00219618741749,time-consuming|0.00206372829209,pc|0.00356384828756
evaluation|0.00352953629656,unstructured_grid|0.00236071755349,decrease|0.00216710767077,diagnosi|0.00545986663336,analyze|0.0055549564397,shared|0.00433979020427,tangible|0.00431108524071,open|0.00282599742946,estimation|0.00291366318947,modified|0.00273677157948,gb|0.00583019193625,convex|0.00206205083591,tetrahedral|0.00257564902351,predicting|0.0025969876007,deformed|0.00184899783819,diffusion|0.00353717778875,dtus|0.0030992817868,text_visualization|0.00218960870781,repository|0.00202434731839,study|0.00347211408439
space|0.00343904643665,resampling|0.00219729531671,ourimplementation|0.00211774431848,larger|0.0052955138157,successive|0.00549112015271,ensemble|0.00387968825906,user|0.00430614374588,facility|0.00255925996555,uncertain|0.00289680834142,classifier|0.0025153064296,neighborhood|0.00582189331196,4d|0.00204791509474,note|0.00251579766198,sdk|0.00254840911095,graph_layout_algorithm|0.00168700468141,tensor_field|0.00343341205622,tile|0.00303573187841,i/o|0.00201055299691,interplay|0.00201576402067,specifically|0.00346729566435
graph|0.0034233234864,rarely|0.00197828439336,addressing|0.00210994002339,either|0.00513635071611,solid|0.00544842472603,streamline|0.00386186757443,additional|0.00422664618404,invariant|0.00253698932516,focus+context|0.0028341252636,might|0.00248656190134,feedback|0.00570572314617,concerning|0.00189086134659,distance_field|0.00248235884643,space-time|0.00254548224858,conservation|0.00168484636877,temperature|0.00339371972021,pathway|0.00245957045456,heterogeneou|0.00197144603086,synchronization|0.00201514519264,workflow|0.00338593550158
framework|0.00339945870983,avoiding|0.00197539377062,switch|0.00207133017637,demonstrated|0.00510562140911,dominant|0.00542921273481,risk|0.00375801438351,optimal|0.00415803544607,command|0.00252434303487,update|0.00266542906606,table|0.00239440213441,coherent|0.00568265266025,reach|0.0018362162327,diverse|0.00234443449611,biology|0.0024878192577,polyhedral|0.00167164222282,matrix|0.00331415345896,virtual_reality|0.00240876634659,extract|0.00197060198489,som|0.00191633841521,within|0.00331312877868
demonstrate|0.00333651442401,simplicity|0.00195224836148,visual_clutter|0.00205393337479,style|0.00506626801986,semi-automatic|0.00539896113443,included|0.00334711072928,question|0.00408038429213,probability|0.00243609291209,workload|0.0024385804215,non-linear|0.00237848626823,blobby|0.00566388676975,deeper|0.00180167171866,opengl|0.00232612083254,actor|0.00228009582931,fe|0.00166929023666,session|0.00311249325647,genome|0.0023348996338,footprint|0.00192595347877,time-dependent_datum|0.00185493615568,vium|0.00325998391791
using|0.00329633377899,biologist|0.00191708723731,diverse|0.00202666361921,robust|0.00484269231584,attenuation|0.00539760159911,decision-making|0.00323118859517,static|0.0039771982007,predictive|0.00233583825297,illustrative|0.00211802537954,persistence|0.00233166855621,closed|0.00565208737683,circle|0.00169168273806,video_visualization|0.00225617988609,ever|0.00222901191902,inspired|0.00155706527678,scatter|0.00293333900062,index|0.00222741506222,aggregate|0.00186953822006,pas|0.00181319432965,information|0.00316530965725
one|0.00323407715939,nearest|0.00189637623379,assume|0.00202594378213,compare|0.00482111030007,ray|0.00522888792545,texture-based|0.00311138532558,step|0.00394422895576,alone|0.00233337734393,surgical|0.0020838458388,multi-dimensional|0.00231770635787,topologically|0.00560805687681,tight|0.0016467824963,association|0.00220342210068,bar|0.00215616366074,prioritize|0.00151431124774,categorical|0.0028329273229,tensor|0.00218369582669,interval|0.00184479201054,purely|0.00180468310707,visual_analytic|0.00314439023784
also|0.0032198172094,neighboring|0.0017864390706,expand|0.00193440561512,clinical|0.00477325952345,validation|0.00515780320303,person|0.00288480471584,maintaining|0.00391438326311,complicated|0.00228751844896,seamles|0.00207137453983,choice|0.00221524006188,consider|0.00552327951169,channel|0.00163406024981,growth|0.00209742063431,bia|0.00203207608564,rectilinear|0.00144851037588,time-varying_datum|0.00261649525047,octree|0.00218320989905,corpu|0.00179028855317,cartesian|0.0017720801357,multi-touch|0.00312644712947
complex|0.00317045743365,unstructured_mesh|0.00178190532933,rich|0.00186484190068,group|0.00470187729196,suffer|0.00507854036811,mixing|0.00283625664562,task_performance|0.00388473317423,predict|0.00222828399746,seismic|0.0020611998623,psychology|0.00220438601058,traffic|0.00528722849215,satellite|0.00160975754972,path|0.00207201291527,fault|0.00194979811307,multilevel|0.00143326385033,connected|0.00256399581015,explanation|0.00218182682792,little|0.00174864359081,thorough|0.00171616810458,effect|0.0030812895069
task|0.00316579077533,host|0.00173213220714,interpolate|0.00184454530007,established|0.00455245246901,encountered|0.00500435471681,turbulent|0.00278497324992,thin|0.00385615020244,expressed|0.00212902484535,user-defined|0.0020608178223,name|0.00215764256142,closer|0.00525071644684,explained|0.00156109898499,line|0.0020112917303,java|0.00193279219087,physics-based|0.00140985359924,modality|0.00250023711211,contribute|0.00202665673177,collaborating|0.00174821152597,marketing|0.00167822250899,datum|0.00307271845064
camera|0.00312995017568,characterizing|0.00172673429826,life|0.00182998917945,vast|0.00451572087811,robust|0.00480412610007,placement|0.00252918571727,apply|0.00383220612357,conflict|0.00211399244202,refined|0.00204682605366,road|0.00214799912069,correspond|0.00509964568078,higher-level|0.00149076165159,flow_visualization_technique|0.00190181130425,evolving|0.00193234587268,specular|0.00140868838625,tract|0.00247999317108,fiber_tracking|0.00184452180395,competitive|0.00172638864451,mostly|0.00159453565665,denoising|0.00303274396951
result|0.00310585281476,data_stream|0.00169828022666,weighting|0.00181378204747,around|0.00448329148669,predictable|0.00464970694963,motif|0.00244556338939,contrast|0.00375872719653,basis_function|0.00204558420937,formulation|0.00199092246683,multifield|0.00214037704312,contribute|0.0049608396325,specify|0.00147894967228,surface_extraction|0.00186482748226,surface_representation|0.00192398604628,easier|0.00139718652535,part|0.00245329906032,indicator|0.0018277848404,inherently|0.00160120302366,shift|0.00156422157998,information_visualization|0.00300807460099
animation|0.00308956651581,shot|0.00167864722938,nuclear|0.00178554751383,conducted|0.00416118381462,prevalent|0.00459858605619,tiled|0.00221954264421,selected|0.00367523937984,turbulence|0.00201529554223,statistically|0.00191114074518,simulating|0.0021248562177,intended|0.00492076328849,spreading|0.00147798916515,tradeoff|0.00183698258936,causal|0.00189788334018,revisit|0.00136225863872,style|0.00234123802185,easier|0.00179812008141,plume|0.00159855276792,diffuse|0.00155839606544,potential|0.00299794601648
show|0.00308934716614,factorization|0.00155082844548,flow_map|0.00178055382167,parallel|0.00414595465799,frequently|0.00424960052572,recognize|0.00212286823345,smaller|0.00350531715644,dynamically|0.00197679479858,biologist|0.00188895164982,symmetric|0.00205077807661,finally|0.00474907037731,draw|0.00147622307454,impression|0.00182984750809,figure|0.00173967360897,met|0.00132396540325,unstructured|0.00232039892968,read|0.00167218659281,hope|0.00159156134474,whenever|0.00155207365638,lense|0.00299691369878
present|0.0030887302859,high-quality|0.00154463588481,extremely|0.00175895010257,f+c|0.00383295360484,table|0.00423380064861,heuristic|0.00199077353112,challenging|0.00346500040721,lagrangian|0.00195366680954,arising|0.00183751668457,flow_visualization|0.00204797803369,regularization|0.00474103899098,traffic|0.00146489152266,formation|0.00181317266116,expres|0.00171604099367,accelerating|0.00125757579522,propagation|0.00224227798024,diagnostic|0.00164303155244,worker|0.00151057065491,cros|0.00152917910252,support|0.00295015965411
movement|0.00307538023001,impossible|0.00153147199319,score|0.00168420284596,pipeline|0.00382249240318,transparent|0.00405764990352,seed|0.00195624055303,clustering|0.00346061307648,want|0.00195298715695,small_multiple|0.00179075590383,draw|0.00203073863665,back|0.00440970627914,creativity|0.00143379649213,depicted|0.00168801422537,fake|0.00170466714724,culling|0.00125640673727,clutter|0.00223470565672,decision_tree|0.00153143082152,deep|0.00150636275863,basis|0.00150333401343,dimensional|0.00293204743815
model|0.00305863855114,reliably|0.00152355583586,interpret|0.00165993210382,2|0.00381188285711,feedback|0.00393505144835,bank|0.0019510742453,optimization|0.00344401299584,wave|0.00191395492931,total|0.00177227364194,helped|0.00202988629342,response|0.0040023812335,bring|0.0013660969667,mining|0.00167533633748,client|0.00167680253316,extensively|0.00120507408179,correlated|0.00217137601366,service|0.00152168304948,interested|0.00146193168394,deliver|0.00150198612977,real-time|0.00284184770935
based|0.00301969852878,100|0.00148155912831,saving|0.00164071745732,accurate|0.00371721850194,glyph|0.0036003147636,briefly|0.00192347121294,technology|0.00342949352776,laboratory|0.00187297409052,transparency|0.00175032790685,localization|0.00202949828076,extract|0.00285802192722,checking|0.00130978472645,looking|0.00166202126713,competing|0.00165119565122,frustum|0.00119673850351,usage|0.00207789293287,cortical|0.00151009460998,degradation|0.00145304068362,group|0.00146274463461,better|0.00283005625967
work|0.00301256071149,regular|0.00147586329569,geospatial_datum|0.00163971482511,customized|0.00365546182506,isosurface|0.00345168784347,spiral|0.00190945175436,essential|0.00339431937449,fire|0.00187078870389,arise|0.00173084434598,predictor|0.00202284593917,automated|0.002728415025,globe|0.00128730897914,immediately|0.00164053406391,convolution|0.00162477950822,ace|0.00119495129545,huge|0.00206054882437,family|0.00150786774945,theory|0.00141686069659,tiled_display|0.00143691461917,description|0.00279020902506
parameter|0.00301157994746,primitive|0.00139004562823,dissimilarity|0.001638993066,simply|0.00363877012504,specific|0.00340796547176,destination|0.00188521199955,animation|0.00334854462033,coupling|0.0018196756511,focus+context_visualization|0.00170198619131,side-by-side|0.00200731560661,service|0.00270176435798,essence|0.00127453892697,band|0.00160040641668,internet|0.00160887016535,interactive_system|0.00116151952153,target|0.00186669020533,anisotropic|0.00149500511756,radar|0.00141324333951,origin|0.00137789859323,output|0.00275814291865
object|0.00297744912034,localize|0.00137934119441,subtree|0.00163836877815,out-of-core|0.00363245118686,taxonomy|0.00330648476044,visual_design|0.0017658718009,program|0.0033203075228,intelligent|0.00181281520889,reasonable|0.00168468047859,plot|0.00195518303253,contest|0.00252884708292,favorable|0.00126085152645,streak|0.00151176167934,and/or|0.00159025095898,theoretically|0.00112729769549,tube|0.00183050411906,filling|0.0014644474502,signal_processing|0.00140327739745,restrict|0.00133554347174,specific|0.00273446065755
technique|0.00292522927827,judgment|0.00137562806176,radiu|0.00163534283935,focus_and_context|0.00359268665083,coherent|0.00282941242951,color_blending|0.00174360753476,benefit|0.00330792785582,building|0.00179946387935,logarithmic|0.00164277930484,target|0.0019358558167,terrain|0.00242256995139,international|0.00123949965847,hi|0.00150920162393,boolean|0.00156237357298,recovering|0.00105685578922,university|0.00182744126763,mathematical|0.00145800254292,approached|0.0013866475048,region_growing|0.00130922596689,world|0.00268610597088
system|0.00291983251108,ranked|0.00134706088166,topography|0.00159703407432,3|0.00358729455806,supporting|0.0028225249912,core|0.00168793051969,combine|0.00324300304826,intersecting|0.00178873748007,gp|0.00161553079151,preferred|0.00187106287265,prediction|0.00237981335338,prerequisite|0.00121403336734,tackle|0.00150442643248,shear|0.00154206970258,21|0.00102189888915,tailored|0.00181491965872,rigorou|0.00145623030489,sentence|0.0013411253175,mixed|0.00125181283648,solve|0.00267346508732
display|0.00291893904822,sensitive|0.0013167184475,attractive|0.00158131104867,condition|0.00358566449961,intuitive|0.00265207645329,industry|0.00168385401004,task|0.00319074274886,fusion|0.00178222528233,template|0.00159607399937,affected|0.00181484718753,viewer|0.00228860537577,constrain|0.00117870107723,end-user|0.00149062898058,logical|0.00148793705088,poorly|0.00100170014101,iso-surface|0.00177397443665,stroke|0.00145575212949,encompassing|0.00131666093383,exposure|0.00121297213395,region|0.00266444819506
scale|0.0029162006864,dimensionality|0.00130129873396,annual|0.0015468889051,critical|0.00348197054021,len|0.00261888802374,add|0.00163317596662,workspace|0.00309534903778,personnel|0.00168256849639,layered|0.00157230611953,saliency|0.00180566933572,every|0.0022227881232,graphically|0.00117626565745,triangular_mesh|0.00148176045277,secondary|0.00145220945817,non-uniform|0.00100127749915,visual_feature|0.00173872226151,mathematics|0.00143975912957,execute|0.00125688974797,ca|0.00120942499887,tiled|0.00266111913209
representation|0.00287881447275,solely|0.00129677136125,prevent|0.00152480607475,familiar|0.00347088179289,scalar|0.00254534398528,significance|0.00162089674251,(computer_graphics)|0.00307409784572,variability|0.00166257755185,tumor|0.00154905266659,strip|0.00180160721892,knot|0.00214385051596,tukey|0.00117164000613,plant|0.00147091089755,involving|0.00145208568123,decomposition|0.000985104197722,phenomena|0.00170773161529,genomic|0.00142208433191,whole|0.0012413615614,blue|0.00115360341779,physically|0.00261843191937
color|0.0028697160345,overplotting|0.0012559854318,whole|0.00151589249816,explored|0.0034153075901,variant|0.00249949806396,unsteady|0.00152851718248,place|0.00287828013363,system'|0.00165258582063,surgeon|0.00152553662036,quantity|0.00174058251104,file|0.00212141525449,sr|0.00114190293391,transport|0.00146448681353,implementing|0.00140284127985,parallelized|0.000961236353842,seeding|0.00169078889138,summarizing|0.00140668981154,brought|0.00122499689706,propagation|0.00110761568374,network|0.00260504653364
allows|0.0028192653249,detail-on-demand|0.00122838489524,award|0.00151280527714,implement|0.00341400865526,captured|0.00248018901972,maker|0.00150403697402,controlled|0.00285364035137,iteration|0.00162779862691,landmark|0.00150885562505,eigenvalue|0.00171124237031,energy|0.00208115753499,grasp|0.00114129495925,air|0.00146178364299,light|0.00140040419851,constellation|0.000960356912388,compound|0.00160999435477,diffusion_tensor_imaging|0.00136582985313,irregular|0.0012209167583,stacked|0.00109086646318,criterion|0.0025964981704
feature|0.00281323150872,dft|0.00122129500692,index|0.00150799934177,making|0.00336932955352,gradient|0.00244430729129,displacement|0.00144970797172,mean|0.0028332499927,prototyping|0.00160658867353,warped|0.00150582236695,obviou|0.00169581680642,sense|0.00207944840343,predominantly|0.00113454325641,mask|0.00138177895077,moving|0.00135340544704,higher-dimensional|0.000943617908131,time-varying|0.0016031466453,varied|0.00134390403376,observational|0.00121670327149,specialized|0.00107627963205,tool|0.00257936651791
global_illumination|0.00279886882322,10|0.00120774860957,data_mining|0.00150157897077,investigate|0.00334102623755,textual|0.00224388922796,bottleneck|0.00142758058212,applications_of_visualization|0.00281753104596,finally|0.00157019702163,slice|0.00146209728,would|0.00168886560654,orientation|0.00199596313656,organizing|0.00103060065014,user_interaction|0.00135310640996,degenerate|0.00134860468609,tetrahedrization|0.000906376726534,unexpected|0.00155387776865,net|0.00130452639819,serve|0.00120711637604,iconic|0.0010630933246,text|0.00256295696469
tool|0.00277508233553,open|0.00120487289105,publication|0.00149094967183,low|0.0032910573395,interact|0.00222323514423,immediate|0.00141113833391,comparative_visualization|0.0027949358991,portal|0.00152981794345,slow|0.00145542679432,relatively|0.00168387158473,deal|0.00198740305659,raycasting|0.00101315870183,reflect|0.00133880886978,binding|0.00134332253465,price|0.000889201460252,tree_visualization|0.00155185049777,column|0.00129127532534,respective|0.00120566836454,union|0.00102749236136,respect|0.00255871498516
scheme|0.00275227481788,seam|0.00118990200717,microsoft|0.00148016105754,dataset|0.00329067309639,corpus|0.00216975067386,largely|0.00140686480292,user's|0.00277727016391,isosurface|0.00150833959789,finally|0.00142309260914,smart|0.00167293035806,relevance|0.00197026265495,interactive_graphic|0.000992830519159,music|0.00133690181274,informal|0.00131382649088,delay|0.000865230851369,synthetic|0.00153235620013,foraging|0.00127463466947,gaze|0.00120448831883,pre-defined|0.000946666395139,currently|0.00254810201087
new|0.0027163575619,arise|0.00118164830189,correspondence|0.00147815019559,required|0.00328761220234,guidance|0.00216142425604,eigenvector|0.00140624569095,navigated|0.00275526049982,augmented|0.00149313660499,peak|0.00141875574064,behavioral|0.0016189501908,contour_tree|0.00193185958976,justify|0.00096607052507,room|0.00133680849602,vorticity|0.00128429148494,emergent|0.00083453141403,ga|0.00151459824839,white_matter|0.00125252470539,consecutive|0.0011700947373,volume_visualization_technique|0.000938261833134,proces|0.00254342914032
existing|0.00268166972211,popular|0.00117931187227,colmy|0.00146588636093,vascular_visualization|0.00326820279591,discovery|0.00213667921915,g|0.00137461306457,discipline|0.00275376268385,hurricane|0.00146804787414,higher-order|0.00140815121021,spectrum|0.00161020947188,segmented|0.00192409671777,visual_query_language|0.000963525960227,outline|0.0013360788079,clipping|0.00124893675673,medial|0.0008150241189,maximize|0.001510820085,normalized|0.00124179926584,inferred|0.00115188546136,2007|0.000912938744257,value|0.00254171540298
interface|0.00265427126986,large_dataset|0.00115567802491,contest|0.0014425202413,stenose|0.00323950549698,function|0.00210348850048,aperture|0.00136208546357,gender|0.00272669670254,feature_detection|0.00144934121468,positioning|0.00140630196153,photographic|0.00152250125207,embedded|0.00191810852126,generative|0.000962476975357,time-dependent|0.00133567983787,failure|0.00123329343091,arranging|0.000806526854959,transfer_function_design|0.00147163015028,assistant|0.00121005673477,duplicate|0.00113846699288,liver|0.000864101794907,however|0.00253276908156
